titulo,empresa,ubicacion,salario,tipo_contrato,modalidad,descripcion,Area
SCRUM MASTER - job post,Vimeworks Cia. Ltda.,"Quito, Provincia de Pichincha",,Tiempo completo,,"Estamos en búsqueda de un/a Scrum Master apasionado/a por la agilidad y la mejora continua, para acompañar a nuestros equipos de desarrollo en un proyecto específico de 3 meses. Requisitos del perfil: Formación en Ingeniería de Software, Sistemas, o carreras afines. Certificación como Scrum Master. Experiencia mínima de 2 años liderando equipos de desarrollo ágil . Conocimiento de herramientas de gestión ágil Habilidades de liderazgo colaborativo, comunicación asertiva y orientación a resultados. Responsabilidades principales: Facilitar la aplicación del marco Scrum y promover la adopción de metodologías ágiles en el equipo de desarrollo. Guiar las ceremonias Scrum (Daily, Sprint Planning) Eliminar obstáculos que limiten la productividad del equipo y fomentar un entorno colaborativo y autogestionado. Asegurar la correcta comunicación entre los desarrolladores, líderes técnicos y stakeholders del proyecto. Promover la mejora continua en procesos, herramientas y cultura de trabajo ágil. Tipo de puesto: Tiempo completo, Temporal, Freelance Duración del contrato: 3 meses Sueldo: $1.500,00 - $1.800,00 al mes",Desarrollador de Software
Desarrollador NestJS Senior (Ecuador-Uruguay-Colombia) - job post,Sofka,"Quito, Provincia de Pichincha",,Tiempo completo,Remoto,"¿Te apasiona crear servicios escalables y resilientes que impacten directamente en el usuario? En nuestro equipo encontrarás el espacio para crecer, retarte y compartir tu conocimiento ¡Bienvenido a un equipo con un propósito claro: ""TRANSFORMAR la vida de las personas siendo el aliado TECNOLÓGICO más confiable""! ¡Prepárate y únete a esta aventura! ¿Qué encontrarás? Retos técnicos y personales que te mantendrán en constante crecimiento. Un equipo conectado, enfocado en tu bienestar físico y mental. Cultura de mejora continua, fresca y colaborativa, con oportunidades de aprendizaje y gente dispuesta a apoyarte. KaizenHub, un programa diseñado para potenciar tus talentos, con feedback, mentorías y coaching a través de Sofka U. ¡Será un reto y un juego a la vez! Programas como Happy Kaizen y WeSofka que cuidan tu bienestar físico y emocional. ¿Qué buscamos? Ingeniero/a en sistemas o afines, con mínimo 4 años de experiencia para desarrollar soluciones robustas en NestJS + NodeJS, participando activamente en decisiones de arquitectura, buenas prácticas y procesos de desarrollo. Requisitos: Dominio de NestJS, TypeScript, NodeJS. Conocimientos sólidos en POO, programación funcional, microservicios, REST. Experiencia con AWS, Kubernetes, RabbitMQ/Kafka. Conocimientos en Clean Architecture, DDD, CQRS. Buenas prácticas de ingeniería: pruebas automatizadas, CI/CD, revisión de código. Capacidad para guiar al equipo y compartir conocimiento técnico. Visión de negocio y enfoque en el cliente. Serás clave en el diseño, la escalabilidad y la resiliencia de nuestros servicios. ¡Tu impacto será real y visible! ¡PRESENTATE y sé parte de esta historia! Condiciones Contrato a término indefinido ¡Queremos relaciones a largo plazo y que crezcas con nosotros! ¿Buscas crecimiento profesional? En Sofka, te ofrecemos un ecosistema de aprendizaje con múltiples herramientas para cerrar brechas y potenciar tus habilidades. ¡Tú decides cómo quieres crecer! Ubicación: Remoto desde Uruguay o Colombia o presencial en Quito.",Desarrollador de Software
Desarrollador Full Stack - job post,Double V Partners,"Guayaquil, Provincia del Guayas",,Tiempo completo,Presencial,"Descripción -Diseñar, desarrollar y mantener aplicaciones nativas para iOS y Android, garantizando una experiencia fluida y de alto rendimiento. -Desarrollar y mantener servicios backend en .NET Core, integrando APIs REST seguras y eficientes. -Implementar interfaces web dinámicas con Angular, asegurando consistencia visual y usabilidad. -Modelar y optimizar bases de datos SQL, asegurando integridad y rendimiento en las consultas. -Colaborar con equipos multidisciplinarios en la definición de la arquitectura técnica y las decisiones de diseño. -Asegurar la calidad del código mediante buenas prácticas, revisiones y pruebas automatizadas. -Participar activamente en ceremonias y procesos de trabajo ágil (Scrum/Kanban) dentro de un entorno híbrido (3 días oficina / 2 casa) Requerimientos - 3 a 5 años de experiencia en desarrollo Full Stack con enfoque en aplicaciones nativas y backend. - Experiencia sólida en iOS (Swift) y Android (Kotlin). - Conocimientos en .NET Core (C#) para el desarrollo de APIs y servicios backend. -Experiencia en Angular para el desarrollo frontend web. - Dominio en APIs REST, integración de servicios externos y manejo de autenticación. - Experiencia en bases de datos SQL: diseño, modelado y optimización de consultas. - Familiaridad con Git y flujos de trabajo colaborativos (branching, pull requests). - Buen entendimiento de principios SOLID, patrones de diseño y pruebas unitarias - Habilidad para trabajar en entornos ágiles, con comunicación efectiva y orientación a resultados. Tipo de puesto: Tiempo completo",Desarrollador de Software
Web Development Teaching Experts LATAM - job post,TripleTen,Desde casa,,Tiempo completo,Presencial,"TripleTen es un servicio que empodera a las personas, sin importar su experiencia previa, para embarcarse en el emocionante y desafiante camino de dominar profesiones tecnológicas. Nuestros bootcamps se enfocan en capacitar a los estudiantes en Análisis de datos, Ciencia de datos, Desarrollo web y Ingeniería de aseguramiento de calidad (QA) y Diseño UX/UI de una manera accesible y viable, llevándolos finalmente a prosperar en una nueva carrera. Nuestra misión es garantizar que cada estudiante tenga la oportunidad de dominar con éxito una nueva profesión, encontrar su propósito y convertirse en un miembro valioso de la industria tecnológica. ¿Cuál es nuestro objetivo? Estamos buscando Expertos en Desarrollo Web con experiencia práctica y vocación por guiar a quienes están aprendiendo a programar, para acompañar y ayudar a nuestros estudiantes a convertirse en desarrolladores profesionales. Puedes unirte a nosotros a tiempo parcial, dedicando de 10 a 15 horas por semana, según tu disponibilidad. Postúlate aquí — revisamos las solicitudes de manera continua e invitamos a los candidatos seleccionados a grabar un video respondiendo algunas preguntas y a realizar una tarea de prueba. Si hay una vacante disponible, te la asignaremos de inmediato; si no, guardaremos tu perfil y la tarea completada para futuras oportunidades. Por favor, envía tu CV en inglés. Requirements: Más de 2 años de experiencia laboral como desarrollador/a web. Conocimiento experto en HTML, CSS, JavaScript, Git, React, Webpack, Node.js y Express.js. Disponibilidad para dedicar al menos 12-15 horas semanales a tus estudiantes. La participación en bootcamps es una ventaja para nuestros candidatos. Inglés intermedio, español nativo o avanzado. What you will do: Hay dos roles de enseñanza para los estudiantes: Tutores e Instructores. Los Tutores apoyan a los estudiantes respondiendo sus preguntas y brindando orientación práctica a través de: Realización de webinars en vivo (una o dos veces por semana). Chats con los estudiantes. Sesiones de codificación en vivo (una sesión cada dos semanas). Este rol requiere 12 a 15 horas de disponibilidad, con énfasis en el horario de 7pm a 10pm hora CDMX (lunes a viernes). Como Instructor, tu misión es ayudar a los estudiantes a resolver todas sus dudas sobre el contenido del programa y guiarlos a través de ejercicios y proyectos. Tú: Asistirás a los estudiantes vía Discord, en canales escritos y de voz. Realizarás sesiones de preguntas y respuestas (Q&A). Este rol requiere 12 a 15 horas de disponibilidad, con énfasis en el horario de 7pm a 10pm hora CDMX (lunes a viernes). Y lo más importante: ¡serás una fuente de inspiración para tus estudiantes! What we can offer you: Capacitación en técnicas de mentoría y comunicación. La posibilidad de enseñar mientras desempeñas tu trabajo principal. Compartir experiencia con desarrolladores dentro de nuestra comunidad. Ingresos promedio de $700 a $900 USD al mes por una colaboración flexible de medio tiempo, con gran impacto ¡y un equipo increíble! Experiencia de colaboración intercultural en mentoría y realización de webinars. Cooperación remota con un horario conveniente tanto para ti como para el equipo. No nos enfocamos en la microgestión. Una oficina digital cómoda. Utilizamos herramientas digitales modernas — Miro, Notion, Zoom, etc. — para que el trabajo conjunto sea fluido. Un equipo diverso y unido, distribuido entre EE.UU. y América Latina.",Desarrollador de Software
Docentes Especialistas en QA LATAM (Medio tiempo) - job post,TripleTen,Desde casa,,Tiempo completo,,"TripleTen es un servicio que empodera a las personas, sin importar su experiencia previa, para embarcarse en el emocionante y desafiante camino de dominar profesiones tecnológicas. Nuestros bootcamps se enfocan en capacitar a los estudiantes en Análisis de datos, Ciencia de datos, Desarrollo web y Ingeniería de aseguramiento de calidad (QA) y Diseño UX/UI de una manera accesible y viable, llevándolos finalmente a prosperar en una nueva carrera. Nuestra misión es garantizar que cada estudiante tenga la oportunidad de dominar con éxito una nueva profesión, encontrar su propósito y convertirse en un miembro valioso de la industria tecnológica. ¿Cuál es nuestro objetivo? Estamos en búsqueda continua de especialistas en QA con experiencia, para acompañar y ayudar a nuestros estudiantes a convertirse en desarrolladores profesionales. Puedes unirte a nosotros a tiempo parcial, dedicando de 12 a 30 horas por semana, según tu disponibilidad. Postúlate aquí — revisamos las solicitudes de manera continua e invitamos a los candidatos seleccionados a grabar un video respondiendo algunas preguntas y a realizar una tarea de prueba. Si hay una vacante disponible, te la asignaremos de inmediato; si no, guardaremos tu perfil y la tarea completada para futuras oportunidades. Por favor, envía tu CV en inglés. Requirements: Para el programa de QA, estamos buscando un(a) ingeniero(a) de calidad (QA) experimentado, que cumpla con los siguientes requisitos: Al menos 3 años de experiencia laboral en QA automatizado (experiencia con aplicaciones móviles es una ventaja). Experiencia en automatización de pruebas con Selenium + Python. Conocimiento en el uso de la línea de comandos, herramientas de desarrollo del navegador (DevTools), analizadores de tráfico como Charles o Fiddler, y herramientas de pruebas de API como SoapUI y Postman. Familiaridad con la teoría de pruebas y el diseño de pruebas, así como conocimientos básicos en sistemas operativos, redes y arquitectura de sistemas. Conocimientos básicos de SQL. Dominio de inglés y español. Disponibilidad de al menos 12-30 horas semanales para dedicar a tus estudiantes. What you will do: Hay tres roles de enseñanza para los estudiantes: Tutores, Instructores y Revisores de Código. Los Tutores apoyan a los estudiantes respondiendo sus preguntas y brindando orientación práctica a través de: Realización de webinars en vivo (una o dos veces por semana). Chats con los estudiantes. Sesiones 1:1 con los estudiantes, dedicando al menos 10 horas semanales para seguimiento personalizado y orientación práctica. Este rol requiere 16 a 20 horas de disponibilidad, con énfasis en el horario de 7pm a 10pm hora CDMX (lunes a viernes). Como Instructor, tu misión es ayudar a los estudiantes a resolver todas sus dudas sobre el contenido del programa y guiarlos a través de ejercicios y proyectos. Tú asistirás a los estudiantes vía Discord: Liderando sesiones en el espacio de Co-learning de QA, un canal de voz disponible para estudiantes de todas las cohortes y diferentes niveles de conocimiento, donde los estudiantes pueden hacer consultas, compartir pantalla y resolver dudas. Respondiendo las preguntas escritas de los estudiantes en un máximo de 6 horas (al menos 2 horas por día). Este rol requiere 12 a 15 horas de disponibilidad. Como Revisor de Código, revisarás los proyectos de los estudiantes y proporcionarás retroalimentación. La comunicación con los estudiantes se realiza a través de chat. Este rol es flexible y requiere hasta 30 horas de disponibilidad por semana, de lunes a viernes. Y lo más importante: ¡serás una fuente de inspiración para tus estudiantes! What we can offer you: La posibilidad de enseñar a los estudiantes mientras desempeñas tu trabajo principal. Ingresos promedio de $700 a $1500 USD al mes por una colaboración flexible de medio tiempo, con gran impacto ¡y un equipo increíble! Cooperación remota con un horario conveniente tanto para ti como para el equipo. No nos enfocamos en la microgestión. Experiencia intercultural: Forma parte de un equipo internacional y conecta con estudiantes de diversos contextos. Impacto significativo: Comparte tu conocimiento y ayuda a otros a iniciar su carrera en tecnología. Participación en nuevos proyectos: Contribuye a mejorar la experiencia educativa de los estudiantes. Crecimiento profesional: Recibe retroalimentación para seguir desarrollándote como educador.",Desarrollador de Software
Desarrolladores Java | ECU - job post,Sofka,"Quito, Provincia de Pichincha",,Medio tiempo,Presencial,"Esta no es una vacante convencional Sofka Talent Day – Ecuador Estás a punto de postularte a una experiencia única: Un evento presencial exclusivo para perfiles TI seleccionados. Si tu perfil se alinea con esta vacante, tendrás la oportunidad de: Participar en un proceso corto virtual (reto técnico y/o entrevista técnica) Y si avanzas, serás invitado/a a una jornada presencial en Quito Con charlas, entrevistas en vivo y conexión directa con nuestra cultura ¿Quieres vivir Sofka desde adentro? Sigue leyendo y postúlate. ¡Esta experiencia puede ser para ti! ¿Qué buscamos? Buscamos un Desarrollador Backend Java SR / SSR con experiencia en Spring Boot para unirse a nuestro equipo de soluciones financieras innovadoras. El candidato implementará y evaluará sistemas y aplicaciones robustas, asegurando el cumplimiento de los requisitos funcionales y no funcionales, así como de los plazos establecidos. Se valorará la capacidad de colaborar con equipos multifuncionales y una sólida comprensión de las mejores prácticas de desarrollo en el sector financiero. El candidato debe tener la capacidad de ejecutar actividades y manejar herramientas específicas. Se requiere un conocimiento técnico de nivel 3 en cada tecnología, incluyendo: JAVA EE 8+ y Spring Boot: Dominio de programación orientada a objetos y técnicas avanzadas de programación funcional. Control de versiones: Diseño, configuración y monitorización de pipelines, así como gestión de accesos en contenedores. APIs: Integración, diseño escalable, documentación, autenticación y autorización. Patrones de diseño: Modelado de microservicios con enfoque en modularidad, cohesión y acoplamiento. Calidad de software: Pruebas unitarias, contractuales y mutación; familiaridad con frameworks como Spring Cloud Contract y OpenAPI. Buenas prácticas de desarrollo: Clean code, accesibilidad, legibilidad y código reutilizable. Debugging y Troubleshooting: Uso de herramientas para identificar errores. Bases de datos: Normalización, optimización de consultas, y conocimiento avanzado en bases de datos no relacionales. Aseguramiento de microservicios: Implementación de estándares de seguridad como JWT, Oauth2, OpenID o SAML2, y cumplimiento de OWASP Top Ten y ISO-27001. Medición de calidad: Uso de frameworks y herramientas para integrar pruebas en procesos de integración continua. Personas apasionadas, dispuestas a dar lo mejor de sí mismas. Condiciones Contrato a término indefinido ¡Queremos relaciones a largo plazo y que seas parte de nuestra familia por mucho tiempo! ¿Buscas crecimiento profesional? En Sofka, te ofrecemos un ecosistema de aprendizaje con múltiples herramientas para cerrar brechas y potenciar tus habilidades. ¡Tú decides cómo quieres crecer!",Desarrollador de Software
Part-Time Data Analytics Instructor LATAM - job post,TripleTen,Desde casa,,Medio tiempo,Presencial,"TripleTen es el bootcamp #1 en EE. UU. y LATAM que empodera a las personas, sin importar su experiencia previa, para embarcarse en el emocionante y desafiante camino de dominar profesiones tecnológicas. Nuestros bootcamps se enfocan en capacitar a los estudiantes en ingeniería de software, ciencia de datos, analítica de inteligencia de negocios y QA engineering de una manera accesible y viable, llevándolos finalmente a prosperar en una nueva carrera. Nuestra misión es garantizar que cada estudiante tenga la oportunidad de dominar con éxito una nueva profesión, encontrar su propósito y convertirse en un miembro valioso de la industria tecnológica. Para el programa de Desarrollo Web, estamos buscando un/a ingeniero/a de software con experiencia para apoyar el proceso educativo de nuestros estudiantes y ayudarlos a convertirse exitosamente en profesionales. Ten en cuenta que, después de postularte para este puesto, deberás completar una tarea de prueba tras tu llamada introductoria en línea. Requirements: Más de 2 años de experiencia laboral como desarrollador/a web. Conocimiento experto en HTML, CSS, JavaScript, Git, React, Webpack, Node.js y Express.js. Disponibilidad de al menos 12 a 15 horas semanales para dedicar a tus estudiantes. La participación en bootcamps es una ventaja para nuestros candidatos. Inglés intermedio, español fluido. Flexibilidad en horario durante el día, de acuerdo la demanda de los estudiantes. Haber participado en bootcamps se considera una ventaja. What you will do: Como instructor(a), tu misión es ayudar a los estudiantes a resolver todas sus dudas sobre el contenido del Bootcamp y apoyarlos con los ejercicios y proyectos. Podrás asistirlos a través de Discord en canales escritos y de voz. Principales tareas relacionadas con los estudiantes: Liderar sesiones en el espacio de Co-learning de WD, que es un canal de voz disponible para estudiantes de todas las cohortes y diferentes niveles de conocimiento, donde los estudiantes pueden hacer consultas, compartir pantalla y resolver dudas. Responder las preguntas escritas de los estudiantes en los canales de Discord, en un máximo de 6 horas (al menos 2 horas por día). What we can offer you: Capacidad para enseñar a los estudiantes mientras desempeñas tu trabajo principal. Base salarial: $200 USD al mes, que cubre onboarding, reuniones, preparación de sesiones, y respuestas a dudas en canales de Discord. Pago por hora: Sesión co-learning, $12 USD. Aproximadamente $400–$900 USD al mes (o más, dependiendo de las horas que dediques a T), mientras generas un impacto real en los estudiantes. Experiencia intercultural: Forma parte de un equipo internacional y conecta con estudiantes de diversos contextos. Impacto significativo: Comparte tu conocimiento y ayuda a otros a iniciar su carrera en tecnología. Participación en nuevos proyectos: Contribuye a mejorar la experiencia educativa de los estudiantes. Crecimiento profesional: Recibe retroalimentación para seguir desarrollándote como educador. Una oficina digital cómoda. Utilizamos herramientas digitales modernas — Miro, Notion, Zoom, etc. — para que el trabajo en conjunto sea fluido.",Desarrollador de Software
Desarrollador Trainee de Cobol (Para personas en situación de discapacidad) - job post,Indra Minsait,"Guayaquil, Provincia del Guayas",,Medio tiempo,Presencial,"Buscamos DESARROLLADOR TRAINEE DE COBOL (para personas con discapacidad) con ganas de trabajar en nuestros equipos multidisciplinares. ¿Cuál es el reto que te proponemos? Estarás en contacto continuo con las novedades tecnológicas, impulsando la transformación digital. Participarás en proyectos y desarrollos que tienen una alta visibilidad y que marcan la diferencia con soluciones disruptivas y especializadas para toda la cadena de valor. ¿Qué esperamos por tu parte? Ingeniero de sistemas, Informática o carrera afín. Con o sin conocimiento en: UNIX, WINDOWS Tener conocimiento en cualquier lenguaje de programación. Bases de Datos SQL Competencias requeridas Analítico Comunicativo Adaptabilidad Lógica de Programación ¡Ofrecemos excelentes beneficios! Capacitación para tu desarrollo profesional Horario laboral de oficina Para laborar en Guayaquil Para personas con discapacidad Motivos por los que te encantará ser un #Minsaiter: Top Employer con más de 45.000 profesionales y con acceso a proyectos retadores. Excelente ambiente laboral Contrato indefinido y retribución competitiva. Carrera profesional y formación continua adaptada a tus necesidades y motivaciones. Programa de bienestar: Mantenemos beneficios corporativos que garantizan tu bienestar laboral y cumplimos con todos los requisitos legales para ofrecerte un ambiente laboral seguro y saludable Minsait, technology for a more human future! Nuestro compromiso es promover ambientes de trabajo en los que se trate con respeto y dignidad a las personas, procurando el desarrollo profesional de la plantilla y garantizando la igualdad de oportunidades en su selección, formación y promoción ofreciendo un entorno de trabajo libre de cualquier discriminación por motivo de género, edad, discapacidad, orientación sexual, identidad o expresión de género, religión, etnia, estado civil o cualquier otra circunstancia personal o social. En Indra creemos en un lugar de trabajo inclusivo, en el que las diferencias de las personas son respetadas, valoradas y atendidas para que todos nuestros colaboradores puedan desarrollar plenamente sus talentos. Tipo de puesto: Tiempo completo Pregunta(s) de postulación: ¿Cuál fue tu último grado de estudios? ¿Cuáto tiempo de experiencia laboral tienes en desarrollo de software? ¿Cuál es tu pretensión salarial?",Desarrollador de Software
Desarrollador Full Stack C# - job post,Iroute Solutions,"Guayaquil, Provincia del Guayas",,Medio tiempo,,"Desarrollador Full Stack C# - Experiencia mínima requerida 2 años. -Desarrollador en C# -Manejo de web Services, API, NetCore -Backend Transact SQL, SQLSERVER y/o MYSQL -Conocimientos de Frontend HTML5, CSS3, Javascript con Framework Angular e Ionic (Deseable) -Conocimientos de Metodologías Agiles. Educación: Analista de Sistemas / Ingeniería en Sistemas/afines. Experiencia profesional verificable vacante en la ciudad de Guayaquil. Tipo de puesto: Tiempo completo, Indefinido Sueldo: A partir de $800,00 al mes",Desarrollador de Software
Experto Funcional ATMs – Senior - Quito Ecuador - job post,Sofka,"Quito, Provincia de Pichincha",,Medio tiempo,,"¿Estás buscando nuevos desafíos y un lugar donde puedas disfrutar de un ambiente cercano mientras aprendes constantemente? ¡Bienvenido a un equipo con un propósito claro: ""TRANSFORMAR la vida de las personas siendo el aliado TECNOLÓGICO más confiable""! ¡Prepárate y únete a esta aventura! ¿Qué encontrarás? Retos técnicos y personales que te mantendrán en constante crecimiento. Un equipo conectado, enfocado en tu bienestar físico y mental. Cultura de mejora continua, fresca y colaborativa, con oportunidades de aprendizaje y gente dispuesta a apoyarte. KaizenHub, un programa diseñado para potenciar tus talentos, con feedback, mentorías y coaching a través de Sofka U. ¡Será un reto y un juego a la vez! Programas como Happy Kaizen y WeSofka que cuidan tu bienestar físico y emocional. ¿Qué buscamos? Personas Expertas Funcionales / Técnico(as) en ATMs para liderar la implementación, administración y evolución de soluciones tecnológicas en el sector financiero. Donde nos ayudaras a garantizar la disponibilidad, seguridad y modernización de la infraestructura de cajeros automáticos, actuando como referente técnico en proyectos críticos de innovación. Responsabilidades principales: Administrar y mantener la infraestructura de ATMs, garantizando continuidad operativa. Liderar proyectos de implementación y mejora tecnológica en el canal de ATMs. Participar en war rooms, gestionar incidencias y coordinar soluciones con equipos internos y proveedores. Ser corresponsable junto al TO y PO del cumplimiento de KPIs críticos: disponibilidad, obsolescencia, vulnerabilidades. Guiar al equipo técnico y proveedores externos para alinear las soluciones con la estrategia de producto. Contribuir al diseño técnico del producto, proponiendo soluciones modulares y escalables. Elaborar hojas de ruta técnicas en conjunto con Arquitectura y TO. Identificar y eliminar impedimentos técnicos que afecten la continuidad o desempeño del servicio. Proponer planes de mejora continua para mantener y aumentar la disponibilidad de los ATMs. Documentar y escalar conocimiento, asegurando accesibilidad y transferencia técnica. Requisitos Técnicos: Conocimiento profundo en redes, hardware, software multivendor y software base de ATMs. Experiencia con aplicaciones de administración de tarjetas, switch transaccional y core bancario. Conocimiento integral del recorrido técnico de transacciones, bases de datos y seguridad. Experiencia deseable en DevOps, CI/CD, observabilidad y auditoría de seguridad. Al menos 5 años como desarrollador backend en productos financieros (deseable). Experiencia en proyectos de servicios financieros, banca y ecosistemas de pagos. Certificaciones PMP, Scrum Master y Safe (requeridas). Herramientas y metodologías: XFS, Jira, gestión de backlog, gestión de proveedores. ¡PRESENTATE y sé parte de esta historia! Condiciones Contrato a término indefinido ¡Queremos relaciones a largo plazo y que seas parte de nuestra familia por mucho tiempo! ¿Buscas crecimiento profesional? En Sofka, te ofrecemos un ecosistema de aprendizaje con múltiples herramientas para cerrar brechas y potenciar tus habilidades. ¡Tú decides cómo quieres crecer!",Desarrollador de Software
Content Designer UX/UI - job post,Double V Partners,"Guayaquil, Provincia del Guayas",,Medio tiempo,Presencial,"Descripción Crear y mantener contenidos digitales claros, empáticos y alineados con la identidad del producto, asegurando una comunicación coherente en cada punto de contacto con el usuario. Colaborar estrechamente con diseñadores y desarrolladores en Figma, integrando la narrativa dentro de los flujos y componentes de interfaz. Redactar textos para interfaces (microcopys, mensajes de error, instrucciones, onboarding, etc.) que guíen, informen y generen confianza en los usuarios. Participar en la definición de la voz y tono del producto, manteniendo consistencia en todos los canales y plataformas. Contribuir en pruebas de usabilidad y análisis de métricas (HubSpot o Git) para optimizar la experiencia y la efectividad del contenido. Trabajar de manera colaborativa bajo metodologías ágiles (Scrum/Kanban), en modalidad híbrida (3 días oficina / 2 casa) Requerimientos 3 años o más de experiencia en redacción UX/UI o Content Design en entornos digitales o productos tecnológicos. Dominio de Figma, integrando textos y contenido en flujos y prototipos interactivos. Capacidad para diseñar microcopys efectivos, con enfoque en usabilidad, accesibilidad y tono de marca. Habilidad para traducir conceptos técnicos o complejos en mensajes simples, humanos y orientados al usuario. Deseable manejo de HubSpot o Git para análisis de comportamiento y optimización de contenidos. Experiencia colaborando con equipos multidisciplinarios (diseño, desarrollo, producto, marketing). Atención al detalle, pensamiento estratégico y sensibilidad hacia la experiencia del usuario. Conocimiento de metodologías ágiles y cultura de trabajo colaborativo. Tipo de puesto: Tiempo completo",Desarrollador de Software
Content Designer UX/UI - job post,Double V Partners,"Guayaquil, Provincia del Guayas",,Medio tiempo,Presencial,"Descripción Crear y mantener contenidos digitales claros, empáticos y alineados con la identidad del producto, asegurando una comunicación coherente en cada punto de contacto con el usuario. Colaborar estrechamente con diseñadores y desarrolladores en Figma, integrando la narrativa dentro de los flujos y componentes de interfaz. Redactar textos para interfaces (microcopys, mensajes de error, instrucciones, onboarding, etc.) que guíen, informen y generen confianza en los usuarios. Participar en la definición de la voz y tono del producto, manteniendo consistencia en todos los canales y plataformas. Contribuir en pruebas de usabilidad y análisis de métricas (HubSpot o Git) para optimizar la experiencia y la efectividad del contenido. Trabajar de manera colaborativa bajo metodologías ágiles (Scrum/Kanban), en modalidad híbrida (3 días oficina / 2 casa) Requerimientos 3 años o más de experiencia en redacción UX/UI o Content Design en entornos digitales o productos tecnológicos. Dominio de Figma, integrando textos y contenido en flujos y prototipos interactivos. Capacidad para diseñar microcopys efectivos, con enfoque en usabilidad, accesibilidad y tono de marca. Habilidad para traducir conceptos técnicos o complejos en mensajes simples, humanos y orientados al usuario. Deseable manejo de HubSpot o Git para análisis de comportamiento y optimización de contenidos. Experiencia colaborando con equipos multidisciplinarios (diseño, desarrollo, producto, marketing). Atención al detalle, pensamiento estratégico y sensibilidad hacia la experiencia del usuario. Conocimiento de metodologías ágiles y cultura de trabajo colaborativo. Tipo de puesto: Tiempo completo",Desarrollador de Software
"Arquitecto de Soluciones Presencial Quito, Ecuador - job post",Sofka,"Quito, Provincia de Pichincha",,Medio tiempo,Presencial,"¿Estás buscando nuevos desafíos y un lugar donde puedas disfrutar de un ambiente cercano mientras aprendes constantemente? ¡Bienvenido a un equipo con un propósito claro: ""TRANSFORMAR la vida de las personas siendo el aliado TECNOLÓGICO más confiable""! ¡Prepárate y únete a esta aventura! ¿Qué encontrarás? Retos técnicos y personales que te mantendrán en constante crecimiento. Un equipo conectado, enfocado en tu bienestar físico y mental. Cultura de mejora continua, fresca y colaborativa, con oportunidades de aprendizaje y gente dispuesta a apoyarte. KaizenHub, un programa diseñado para potenciar tus talentos, con feedback, mentorías y coaching a través de Sofka U. ¡Será un reto y un juego a la vez! Programas como Happy Kaizen y WeSofka que cuidan tu bienestar físico y emocional. ¿Qué buscamos? Buscamos un Arquitecto de Soluciones con más de 5 años de experiencia probada en la definición, diseño e implementación de arquitecturas TI que unan la estrategia de negocio con la ejecución técnica. El perfil ideal debe dominar la computación en la nube, los principios de escalabilidad, seguridad y eficiencia, y poseer una excelente capacidad de comunicación para ser el puente entre los stakeholders y los equipos de desarrollo. Necesitamos tu visión estratégica y tu liderazgo técnico para guiar la transformación digital. Responsabilidades Diseñar e implementar arquitecturas de software de extremo a extremo que sean escalables, resilientes, seguras y eficientes en costos. Traducir los requisitos de negocio y las necesidades de los stakeholders en diseños técnicos de alto nivel (HLD) y planes de solución. Evaluar e incorporar nuevas tecnologías, frameworks y patrones de diseño para la mejora continua de la plataforma. Liderar técnicamente a los equipos de desarrollo, asegurando la aplicación de estándares, principios de arquitectura y mejores prácticas. Documentar rigurosamente los diseños de arquitectura, roadmaps y decisiones clave para mantener la trazabilidad del sistema. Colaborar con los equipos de Operaciones/DevOps para definir las estrategias de CI/CD y observabilidad en entornos de nube. Comunicar y defender las propuestas de arquitectura ante audiencias técnicas y no técnicas, asegurando la alineación estratégica. Mentorizar a desarrolladores senior y mid en la comprensión y aplicación de los principios arquitectónicos. Conocimientos Técnicos Arquitectura Cloud: Experiencia avanzada en una o más plataformas cloud (AWS, Azure o GCP) y modelos de servicio (IaaS, PaaS, SaaS). Frameworks Core: Experiencia en desarrollo de soluciones empresariales con Java/SpringBoot. Diseño de Soluciones: Dominio de patrones de diseño de software (Microservicios, DDD, Serverless) y arquitectura empresarial (TOGAF, C4 Model, UML). Integración de Sistemas: Conocimiento en tecnologías de integración, APIs (REST, GraphQL) y sistemas de mensajería (Kafka, RabbitMQ). Seguridad: Principios de seguridad en el diseño de soluciones y la nube. DevOps/SRE: Conocimiento de prácticas de automatización, CI/CD y monitoreo (Observability). Bases de Datos: Experiencia en bases de datos relacionales y NoSQL. Habilidades Blandas: Capacidad de comunicación y presentación de diseños de alto impacto. Experiencia en medios de pago y tarjetas. Personas apasionadas, dispuestas a dar lo mejor de sí mismas. ¡PRESENTATE y sé parte de esta historia! Condiciones Contrato a término indefinido ¡Queremos relaciones a largo plazo y que seas parte de nuestra familia por mucho tiempo! ¿Buscas crecimiento profesional? En Sofka, te ofrecemos un ecosistema de aprendizaje con múltiples herramientas para cerrar brechas y potenciar tus habilidades. ¡Tú decides cómo quieres crecer! Posición 100% presencial en Quito, Ecuador",Desarrollador de Software
