titulo,empresa,ubicacion,salario,modalidad,jornada,Area,habilidades_hard,habilidades_soft
Desarrollador De Canales,Moderna Alimentos S.A,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,"c++, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, orientación a resultados, aprendizaje continuo, atención al detalle, proactividad, gestión del tiempo"
Coordinador Pos Desarrollador(Sql/Retail),ETAFASHION RM,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,"sql, machine learning, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, liderazgo, resolución de problemas, gestión del tiempo, creatividad"
"Laravel Developer + React - Remote, Latin America",Bluelight,"Anywhere, Guayas",,Remoto,tiempo completo,Desarrollador de Software,"javascript, php, c++, html/css, excel, restful apis, machine learning, playwright, desarrollo de software","trabajo en equipo, adaptabilidad, orientación a resultados, aprendizaje continuo, atención al detalle"
"Lider Técnico, Desarrollador Back-End, Flutter",Creative Works S.A,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,"javascript, desarrollo de software","liderazgo, atención al detalle, inglés avanzado"
Senior Pl/SQL Developer Latam,BairesDev,"Santo Domingo de los Tsachilas, Santo Domingo de los Tsáchilas",,Remoto,tiempo completo,Desarrollador de Software,"c++, sql, excel, restful apis, machine learning, desarrollo de software","trabajo en equipo, adaptabilidad, inglés avanzado, mentoría"
Programador,pcgerente,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,"c#, sql, programación, desarrollo de software","trabajo en equipo, resolución de problemas, aprendizaje continuo"
UX Designer / I+D - Trabajo Remoto,BairesDev,"Anywhere, Pichincha",,,tiempo completo,Desarrollador de Software,"excel, scrum, machine learning","trabajo en equipo, liderazgo, resolución de problemas, adaptabilidad, aprendizaje continuo, atención al detalle, creatividad, inglés avanzado"
Senior Python Engineer - Remote - Latin America,FullStack Labs,"Anywhere, Pichincha",,Remoto,tiempo completo,Desarrollador de Software,"javascript, python, c++, sql, aws, restful apis, scrum, ci/cd, machine learning","trabajo en equipo, adaptabilidad, orientación a resultados, atención al detalle, inglés avanzado"
Vue.Js Engineer - Remote Work,BairesDev,"Anywhere, Pichincha",,Remoto,tiempo completo,Desarrollador de Software,"java, javascript, excel, restful apis, machine learning","trabajo en equipo, adaptabilidad, aprendizaje continuo, proactividad, inglés avanzado"
React Native Tech Lead - Remote Work,BairesDev,"Anywhere, Guayas",,Remoto,tiempo completo,Desarrollador de Software,"javascript, c++, excel, scrum, ci/cd, machine learning","trabajo en equipo, comunicación, liderazgo, adaptabilidad, orientación a resultados, inglés avanzado"
Frontend Tech Lead - Remote Work REF#252980,BairesDev,"Anywhere, Santo Domingo de los Tsáchilas",,Remoto,tiempo completo,Desarrollador de Software,"java, javascript, c++, html/css, excel, scrum, machine learning","trabajo en equipo, adaptabilidad, orientación a resultados, proactividad, inglés avanzado"
React Native Tech Lead - Trabajo Remoto REF#265633,BairesDev,"Anywhere, Pichincha",,,tiempo completo,Desarrollador de Software,"java, javascript, html/css, aws, scrum, machine learning","trabajo en equipo, liderazgo, adaptabilidad, aprendizaje continuo, gestión del tiempo, creatividad, inglés avanzado, mentoría"
Senior Smtp Engineer Latam,BairesDev,"Santo Domingo de los Tsachilas, Santo Domingo de los Tsáchilas",,Remoto,tiempo completo,Desarrollador de Software,"c++, excel, restful apis, machine learning","trabajo en equipo, comunicación, adaptabilidad, proactividad, inglés avanzado, mentoría"
Especialista En Apoyo Al Talento - Trabajo Remoto,BairesDev,"Anywhere, Azuay",,,tiempo completo,Desarrollador de Software,excel,"trabajo en equipo, comunicación, liderazgo, adaptabilidad, orientación a resultados, gestión del tiempo, creatividad, inglés avanzado, mentoría"
React Specialist - Remote Work,BairesDev,"Anywhere, Guayas",,Remoto,,Desarrollador de Software,"java, javascript",atención al detalle
Senior Tester Engineer Latam Work,BairesDev,"Santo Domingo de los Tsachilas, Santo Domingo de los Tsáchilas",,Remoto,,Desarrollador de Software,"excel, machine learning, unix, linux, testing, casos de prueba, test automation, test planning","trabajo en equipo, adaptabilidad, aprendizaje continuo, proactividad, inglés avanzado"
Salesforce Tech Lead - Remote Work REF#5898,BairesDev,"Anywhere, Pichincha",,Remoto,tiempo completo,Desarrollador de Software,"c++, excel, scrum, ci/cd, machine learning, salesforce","trabajo en equipo, liderazgo, adaptabilidad, orientación a resultados, inglés avanzado"
Senior Tableau Engineer - Remote - Latin America,FullStack Labs,"Anywhere, Guayas",,Remoto,tiempo completo,Desarrollador de Software,"c++, sql, git, power bi, scrum, machine learning","trabajo en equipo, orientación a resultados, inglés avanzado"
Gerente De Personal - Trabajo Remoto,BairesDev,"Anywhere, Pichincha",,,tiempo completo,Desarrollador de Software,"excel, scrum, machine learning","trabajo en equipo, liderazgo, resolución de problemas, adaptabilidad, orientación a resultados, atención al detalle, gestión del tiempo, creatividad, inglés avanzado"
Commercial Support Analyst - Remote Work REF#282188,BairesDev,"Anywhere, Pichincha",,Remoto,tiempo completo,Desarrollador de Software,"excel, machine learning","trabajo en equipo, comunicación, adaptabilidad, inglés avanzado"
Senior Technical Writer Latam,BairesDev,"Santo Domingo de los Tsachilas, Santo Domingo de los Tsáchilas",,Remoto,tiempo completo,Desarrollador de Software,"c++, excel, restful apis, machine learning","trabajo en equipo, adaptabilidad, proactividad, inglés avanzado, mentoría"
Comercial De Ventas - Remoto,Digital Solutions 324,"Anywhere, Guayas",,,tiempo completo,Desarrollador de Software,restful apis,"trabajo en equipo, orientación a resultados, proactividad, gestión del tiempo"
Desarrollador Full Stack Semi Sr,Soaint,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,"java, javascript, git, restful apis, machine learning, programación, desarrollo de software","liderazgo, gestión del tiempo, creatividad"
Desarrollador AS400-RPG,Sofka Technologies,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,"sql, azure, git, restful apis, scrum, devops, machine learning, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, comunicación, liderazgo, aprendizaje continuo, gestión del tiempo, creatividad, pensamiento crítico, mentoría"
React Native Developer 100% Remote Latam,Prometeo Talent,"Anywhere, Pichincha",,Remoto,tiempo completo,Desarrollador de Software,"php, c++, git, restful apis, machine learning, desarrollo de software","trabajo en equipo, liderazgo, inglés avanzado"
Frontend Developer - Remote,BairesDev,"Anywhere, Pichincha",,Remoto,tiempo completo,Desarrollador de Software,"java, javascript, c++, html/css, excel, machine learning, desarrollo de software","trabajo en equipo, adaptabilidad, aprendizaje continuo, proactividad, inglés avanzado"
Desarrollador De Negocios (Proyectos De,Sedemi,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,"excel, desarrollo web, desarrollo móvil, desarrollo de software","comunicación, adaptabilidad, trabajo en equipo, resolución de problemas, aprendizaje continuo"
Desarrollador Backend Java Presencial,Sofka Technologies,"Quito, Pichincha",,Presencial,tiempo completo,Desarrollador de Software,"java, sql, jenkins, git, ci/cd, machine learning, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, adaptabilidad, aprendizaje continuo, atención al detalle, gestión del tiempo, pensamiento crítico, mentoría"
Senior Java Developer - Remote Work,BairesDev,"Anywhere, Guayas",,Remoto,tiempo completo,Desarrollador de Software,"java, sql, desarrollo de software","atención al detalle, trabajo en equipo, resolución de problemas, aprendizaje continuo"
Analista Desarrollador,La Tablita Del Tartaro,"Quito, Pichincha",,,,Desarrollador de Software,"java, javascript, php, html/css, power bi, restful apis, machine learning, linux, windows, desarrollo web, programación, desarrollo de software","atención al detalle, gestión del tiempo, trabajo en equipo, resolución de problemas, aprendizaje continuo"
Coordinador De Desarrollo,H&CO,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,excel,"resolución de problemas, proactividad, inglés avanzado"
PHP Senior - Remote Work,BairesDev,"Anywhere, Guayas",,Remoto,tiempo completo,Desarrollador de Software,"java, javascript, php, html/css, aws, excel, machine learning","trabajo en equipo, adaptabilidad, aprendizaje continuo, inglés avanzado"
PHP Architect - Remote Work,BairesDev,"Anywhere, Guayas",,Remoto,tiempo completo,Desarrollador de Software,"php, c++, sql, excel, ci/cd, machine learning","trabajo en equipo, adaptabilidad, aprendizaje continuo, inglés avanzado"
Asp.NET Engineer / R + D - Remote Work,BairesDev,"Anywhere, Guayas",,Remoto,,Desarrollador de Software,"java, javascript, c#, c++, html/css, sql, excel, restful apis, machine learning","trabajo en equipo, adaptabilidad, aprendizaje continuo, creatividad, inglés avanzado"
Programador De Producción (Plásticos),Grupo VILASECA,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,"restful apis, machine learning, desarrollo de software","trabajo en equipo, atención al detalle, gestión del tiempo"
Data Analytics / I+D - Trabajo Remoto,BairesDev,"Anywhere, Azuay",,,tiempo completo,Desarrollador de Software,"python, sql, excel, machine learning","trabajo en equipo, comunicación, liderazgo, resolución de problemas, adaptabilidad, orientación a resultados, aprendizaje continuo, atención al detalle, creatividad, inglés avanzado"
QA Engineer - Remote Work,BairesDev,"Anywhere, Guayas",,Remoto,tiempo completo,Desarrollador de Software,"sql, excel, machine learning, casos de prueba, test automation, test planning","trabajo en equipo, adaptabilidad, aprendizaje continuo, inglés avanzado"
Big Data Senior - Trabajo Remoto,BairesDev,"Anywhere, Azuay",,,tiempo completo,Desarrollador de Software,"java, python, aws, excel, devops, machine learning","trabajo en equipo, liderazgo, adaptabilidad, atención al detalle, proactividad, gestión del tiempo, creatividad, inglés avanzado"
Devops Engineer,Integrity Solutions,"Guayaquil, Guayas",,Presencial,tiempo completo,Desarrollador de Software,"python, powershell, azure, kubernetes, docker, git, devops",trabajo en equipo
IT Staff Lead - Remote Work,BairesDev,"Anywhere, Guayas",,Remoto,tiempo completo,Desarrollador de Software,"c++, excel, scrum, machine learning","trabajo en equipo, resolución de problemas, adaptabilidad, aprendizaje continuo, inglés avanzado, multitarea"
Nexumcorp- Pasante Diseño Grafico,Centric Ecuador,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,No especificado,"comunicación, atención al detalle"
React Engineer - Remote Work,BairesDev,"Anywhere, Guayas",,Remoto,tiempo completo,Desarrollador de Software,"java, javascript",atención al detalle
Product Manager - Remote Work,BairesDev,"Anywhere, Guayas",,Remoto,tiempo completo,Desarrollador de Software,"javascript, c#, c++, sql, aws, excel, machine learning","trabajo en equipo, adaptabilidad, orientación a resultados, aprendizaje continuo, inglés avanzado"
Técnicos Fumigadores,Vacantes Empleos.Net,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,No especificado,"trabajo en equipo, aprendizaje continuo, atención al detalle, gestión del tiempo"
Coordinador De Entrega Programada,cbc,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,"c++, excel","trabajo en equipo, comunicación, resolución de problemas, adaptabilidad, atención al detalle, gestión del tiempo, creatividad, inglés avanzado"
Analista De Formación - Trabajo Remoto,BairesDev,"Anywhere, Azuay",,,tiempo completo,Desarrollador de Software,"excel, restful apis, machine learning","trabajo en equipo, liderazgo, adaptabilidad, orientación a resultados, atención al detalle, proactividad, gestión del tiempo, creatividad, inglés avanzado, mentoría, multitarea"
Web Product Owner - Remote Work,BairesDev,"Anywhere, Guayas",,Remoto,,Desarrollador de Software,"git, excel, scrum, machine learning","trabajo en equipo, adaptabilidad, aprendizaje continuo, atención al detalle, inglés avanzado"
Técnico Con Conocimiento,NEW TECH SYSTEM S.A.,"Guayaquil, Guayas",,,,Desarrollador de Software,"sql, windows",No especificado
JEFATURA DE TALENTO HUMANO,Joven 360 Ecuador,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,No especificado,"trabajo en equipo, comunicación, liderazgo"
PASANTE DE NÓMINA,DP World,"Guayaquil, Guayas",,,,Desarrollador de Software,"docker, git, restful apis","trabajo en equipo, liderazgo, adaptabilidad, gestión del tiempo, creatividad"
Desarrollador/A Fullstack Con Enfoque Devsecops,Periferia IT Group,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,"java, c#, git, restful apis, ci/cd, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, liderazgo, resolución de problemas, orientación a resultados, aprendizaje continuo, atención al detalle, creatividad"
Desarrollador Java Backend Developer (Para,Business Partner Technologies S.A,"Quito, Pichincha",,,,Desarrollador de Software,"java, sql, jenkins, microservicios, restful apis, desarrollo web, desarrollo móvil, programación, desarrollo de software","trabajo en equipo, comunicación, liderazgo, adaptabilidad, aprendizaje continuo, atención al detalle, proactividad, gestión del tiempo, creatividad, inglés avanzado"
Desarrollador De Front-End,Banco del Austro,"Cuenca, Azuay",,,tiempo completo,Desarrollador de Software,"java, javascript, html/css, git, scrum, machine learning, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, orientación a resultados, atención al detalle, proactividad"
Líder De Desarrollo - Angular,Viamatica S.A.,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,"javascript, git, scrum","liderazgo, atención al detalle, inglés avanzado"
Pasante Desarrollo .NET,SIPECOM S.A.,"Guayaquil, Guayas",,Presencial,tiempo completo,Desarrollador de Software,"javascript, c#, c++, sql, azure","trabajo en equipo, liderazgo, adaptabilidad, aprendizaje continuo, creatividad"
Python Engineer / Research + Development - Remote,BairesDev,"Anywhere, Guayas",,Remoto,,Desarrollador de Software,"python, sql, excel, restful apis, machine learning","trabajo en equipo, adaptabilidad, aprendizaje continuo, atención al detalle, creatividad, inglés avanzado"
Diseñador UI / Ux,Proyectos Y Desarrollo Invespro S.A.,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,scrum,"trabajo en equipo, atención al detalle, gestión del tiempo"
Trabajo Desde Casa Ingeniero Java Ref. 0003S,BairesDev,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,"java, javascript, azure, kubernetes, git, cypress, excel, restful apis, scrum, machine learning","trabajo en equipo, liderazgo, adaptabilidad, aprendizaje continuo, atención al detalle, creatividad"
Analista Programador,Latina Seguros y Reaseguros C.A.,Guayas,,,,Desarrollador de Software,"sql, programación, desarrollo de software","resolución de problemas, trabajo en equipo, aprendizaje continuo"
Ingeniero De Software - Dep. Sistemas,TELCONET LATAM,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,"java, javascript, php, sql, git, microservicios, restful apis","trabajo en equipo, liderazgo, aprendizaje continuo, atención al detalle, creatividad"
Diseñador UX/UI,APS Ecuador,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,"java, javascript, html/css, excel, scrum, machine learning","trabajo en equipo, comunicación, resolución de problemas, orientación a resultados, atención al detalle, creatividad"
Ios Engineer - Remote Work,BairesDev,"Anywhere, Guayas",,Remoto,tiempo completo,Desarrollador de Software,"c++, excel, machine learning","trabajo en equipo, adaptabilidad, aprendizaje continuo, inglés avanzado"
UX Research Lead / R+D - Remote,BairesDev,"Anywhere, Guayas",,Remoto,tiempo completo,Desarrollador de Software,"c++, excel, restful apis, scrum, machine learning","trabajo en equipo, adaptabilidad, aprendizaje continuo, creatividad"
AI Engineer,Banco Guayaquil,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,"python, restful apis, machine learning","resolución de problemas, orientación a resultados"
QA Automation Engineer,Devsu,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,"c++, sql, git, cypress, appium, scrum, ci/cd, karate, serenity, k6, testcafe, protractor, pruebas manuales, pruebas automatizadas, testing, casos de prueba, test automation, test planning","trabajo en equipo, adaptabilidad, aprendizaje continuo, atención al detalle, gestión del tiempo, mentoría"
IMPULSADORA EVENTUAL / DURAN - EVENTUAL,Eficacia Ecuador,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,c++,"aprendizaje continuo, proactividad"
Scrum Master - Remote Work,BairesDev,"Anywhere, Guayas",,Remoto,tiempo completo,Desarrollador de Software,No especificado,atención al detalle
Especialista En Base De Datos,Integrity Solutions,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,"c++, sql, power bi","trabajo en equipo, liderazgo, atención al detalle, proactividad"
Ingeniero Inteligencia Artificial,SoftConsulting S.A.,"Pichincha, Manabí",,,tiempo completo,Desarrollador de Software,"python, aws, azure, gcp, kubernetes, docker, git, restful apis, ci/cd, machine learning",aprendizaje continuo
IMPULSADORA SAMBORONDON - DURAN/ GUAYAQUIL,Eficacia Ecuador,"Guayaquil, Guayas",,,,Desarrollador de Software,restful apis,trabajo en equipo
Ingeniero De Redes Y Telecom,RZT TECHNOLOGIES,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,No especificado,"trabajo en equipo, comunicación, resolución de problemas, gestión del tiempo"
Recaudador - Guayaquil,Puntonet S.A.,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,No especificado,"trabajo en equipo, gestión del tiempo"
Marketing Digital Y Ventas Online,Compured Ec,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,"git, machine learning","trabajo en equipo, orientación a resultados, proactividad, creatividad"
Ingeniero/A De Soporte Bilingüe,PwC,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,"c++, machine learning","trabajo en equipo, liderazgo, inglés avanzado"
Ingeniero De Soporte IT,xianmeilai food,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,machine learning,"trabajo en equipo, comunicación, resolución de problemas, gestión del tiempo"
Especialista En Ventas,GESTOR DE VENTAS ONLINE,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,excel,"trabajo en equipo, comunicación, orientación a resultados, aprendizaje continuo, proactividad"
Agente Atencion Cliente Bilingue Chatter Remoto,CORPORACION FAVORITA C.A.,"Anywhere, Guayas",,,tiempo completo,Desarrollador de Software,No especificado,trabajo en equipo
Ingeniero/A (Diversas Especialidades),CONSTRUCTORA DE DISEÑOS PRODUCTIVOS CONSTRUDIPRO S,Guayas,,,tiempo completo,Desarrollador de Software,excel,"trabajo en equipo, comunicación, resolución de problemas, orientación a resultados, atención al detalle, creatividad"
Ventas Freelance,RODRIGUEZ & ALVARADO ESCUELA DE NEGOCIOS,"Guayaquil, Guayas",,,,Desarrollador de Software,excel,"trabajo en equipo, comunicación, adaptabilidad, orientación a resultados, proactividad"
TÉCNICO DE SERVICIO,Joven 360 Ecuador,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,No especificado,No especificado
Personal Para Pricing,All Transcargo,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,scrum,"trabajo en equipo, atención al detalle, proactividad, inglés avanzado"
Urdesa / Vendedor,RR.HH SEPHIRCORP S.A.,"Guayaquil, Guayas",,,,Desarrollador de Software,No especificado,"trabajo en equipo, comunicación, orientación a resultados, aprendizaje continuo, proactividad"
Developer Experience & Community,Jelou AI,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,"machine learning, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, comunicación, liderazgo"
Trabajo Desde Casa Python Developer Ref. 0071S,BairesDev,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,"python, sql, excel, machine learning, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, adaptabilidad, aprendizaje continuo, atención al detalle, proactividad, creatividad"
Desarrollador Full Stack,Tecnologias Convergentes Voz Y Datos Voxdata S.A,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,"java, javascript, python, c++, html/css, sql, aws, restful apis, machine learning, linux, desarrollo web, desarrollo móvil, desarrollo de software","atención al detalle, trabajo en equipo, resolución de problemas, aprendizaje continuo"
Trabajo Desde Casa Desarrollador Kotlin Ref. 0271S,BairesDev,"Quito, Pichincha",,,,Desarrollador de Software,"java, kotlin, excel, restful apis, machine learning, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, adaptabilidad, aprendizaje continuo, atención al detalle, proactividad, creatividad"
Desarrollador/A Backend Nodejs + Nest Senior,Sofka,"Quito, Pichincha",,,,Desarrollador de Software,"javascript, sql, aws, azure, gcp, kubernetes, jenkins, git, microservicios, restful apis, ci/cd, devops, redis, machine learning, desarrollo web, desarrollo móvil, programación, desarrollo de software","trabajo en equipo, liderazgo, aprendizaje continuo, gestión del tiempo, inglés avanzado, mentoría"
"Senior Frontend Developer (React, Redux, Typescript)",Efinti,"Ecuador guayaquil, El Oro",,,tiempo completo,Desarrollador de Software,"java, javascript, c++, html/css, aws, kubernetes, git, cypress, excel, restful apis, scrum, ci/cd, machine learning, desarrollo web, desarrollo de software","trabajo en equipo, comunicación, adaptabilidad, proactividad, inglés avanzado"
Python Developer / Research + Development - Remote,BairesDev,"Anywhere, Guayas",,Remoto,tiempo completo,Desarrollador de Software,"python, sql, excel, restful apis, machine learning, desarrollo web, desarrollo de software","trabajo en equipo, adaptabilidad, aprendizaje continuo, atención al detalle, creatividad, inglés avanzado"
Junior Python Backend Developer / R + D - Remote,BairesDev,"Anywhere, Guayas",,Remoto,tiempo completo,Desarrollador de Software,"python, sql, excel, restful apis, devops, machine learning, desarrollo web, desarrollo de software","trabajo en equipo, adaptabilidad, aprendizaje continuo, atención al detalle, creatividad, inglés avanzado"
Desarrollador De Aplicaciones Móviles,OPERADOR TURISTICO,"Ambato, Tungurahua",,,tiempo completo,Desarrollador de Software,"javascript, restful apis, scrum, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, liderazgo, creatividad"
Pasantía Virtual Como Desarrollador Wordpress (Wordpress Web Developer Internship),GAOTek,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,"java, javascript, php, html/css, machine learning, wordpress, desarrollo web, desarrollo de software","adaptabilidad, trabajo en equipo, resolución de problemas, aprendizaje continuo"
Backend Developer Python - Remote Work,BairesDev,"Anywhere, Guayas",,Remoto,tiempo completo,Desarrollador de Software,"python, sql, excel, microservicios, scrum, ci/cd, machine learning, desarrollo de software","trabajo en equipo, adaptabilidad, aprendizaje continuo, atención al detalle"
Desarrollador De Negocios - Vacacionista Lago Agrio,Cerveceria Nacional,"Nueva Loja, Provincia Sucumbíos",,,,Desarrollador de Software,"restful apis, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, liderazgo, adaptabilidad, atención al detalle, gestión del tiempo, creatividad"
Java Backend Developer,BairesDev,"Quito, Pichincha",,Remoto,tiempo completo,Desarrollador de Software,"java, sql, excel, microservicios, scrum, ci/cd, machine learning, desarrollo de software","trabajo en equipo, adaptabilidad, inglés avanzado"
Fullstack .NET + Angular / R + D - Remote Work,BairesDev,"Anywhere, Guayas",,Remoto,tiempo completo,Desarrollador de Software,sql,atención al detalle
Software Tester (QA) / R + D - Remote Work,BairesDev,"Anywhere, Guayas",,Remoto,tiempo completo,Desarrollador de Software,"unix, linux, casos de prueba","atención al detalle, comunicación, pensamiento crítico"
Software Quality Assurance Tester / R + D - Remote,BairesDev,"Anywhere, Guayas",,Remoto,tiempo completo,Desarrollador de Software,"unix, linux, casos de prueba","atención al detalle, comunicación, pensamiento crítico"
Devops Architect / R+D - Remote Work,BairesDev,"Anywhere, Guayas",,Remoto,,Desarrollador de Software,"c++, sql, excel, microservicios, restful apis, scrum, ci/cd, devops, machine learning","trabajo en equipo, adaptabilidad, aprendizaje continuo, creatividad, inglés avanzado"
Santo Domingo,RP3 Retail Software,Santo Domingo de los Tsáchilas,,,tiempo completo,Desarrollador de Software,excel,"trabajo en equipo, comunicación, gestión del tiempo"
Continuous Improvement Assistant - Remote Work,BairesDev,"Anywhere, Guayas",,Remoto,tiempo completo,Desarrollador de Software,"c++, excel, machine learning","trabajo en equipo, adaptabilidad, aprendizaje continuo, atención al detalle, proactividad, inglés avanzado, multitarea"
QA Automation Architect - Remote Work,BairesDev,"Anywhere, Guayas",,Remoto,tiempo completo,Desarrollador de Software,"java, python, c++, excel, machine learning, unix, linux, testing, casos de prueba, test automation, test planning","trabajo en equipo, adaptabilidad, aprendizaje continuo, inglés avanzado"
Onboarding Success Support - Remote Work,BairesDev,"Anywhere, Guayas",,Remoto,tiempo completo,Desarrollador de Software,"excel, machine learning","trabajo en equipo, comunicación, adaptabilidad, aprendizaje continuo, proactividad, gestión del tiempo, inglés avanzado, multitarea"
Data Science Specialist - Remote,BairesDev,"Anywhere, Guayas",,Remoto,tiempo completo,Desarrollador de Software,"c++, git, excel, restful apis, machine learning","trabajo en equipo, resolución de problemas, adaptabilidad, proactividad, inglés avanzado, mentoría"
Consultor De Implementación De Software,E-volution Software de Talento Humano y Nómina,"Quito, Pichincha",,,,Desarrollador de Software,c#,"trabajo en equipo, comunicación, liderazgo, resolución de problemas, orientación a resultados, aprendizaje continuo, atención al detalle"
Direct Mail Specialist - Remote Work,BairesDev,"Anywhere, Guayas",,Remoto,tiempo completo,Desarrollador de Software,"c++, excel, machine learning","trabajo en equipo, comunicación, adaptabilidad, orientación a resultados, aprendizaje continuo, inglés avanzado"
Senior React Engineer - Remote Work,BairesDev,"Anywhere, Guayas",,Remoto,tiempo completo,Desarrollador de Software,"java, javascript, c++, html/css, aws, excel, restful apis, machine learning","trabajo en equipo, adaptabilidad, aprendizaje continuo, atención al detalle, proactividad, inglés avanzado"
Product Owner – Pagos In-Chat (Whatsapp),Jelou AI,"Guayaquil, Guayas",,,,Desarrollador de Software,No especificado,"trabajo en equipo, liderazgo, proactividad"
Node Analyst - Remote Work,BairesDev,"Anywhere, Guayas",,Remoto,tiempo completo,Desarrollador de Software,"sql, excel, microservicios, restful apis, scrum, ci/cd, machine learning","trabajo en equipo, adaptabilidad, aprendizaje continuo, proactividad, inglés avanzado"
Call Center Agents - Remote Work,BairesDev,"Anywhere, Guayas",,Remoto,tiempo completo,Desarrollador de Software,"excel, machine learning","trabajo en equipo, comunicación, adaptabilidad, aprendizaje continuo, proactividad, inglés avanzado, multitarea"
COMPRADOR,AUTORADIADOR S.A.,"Guayaquil, Guayas",,,,Desarrollador de Software,machine learning,"trabajo en equipo, resolución de problemas, orientación a resultados"
Arquitecto De Aplicaciones,KIA MOTORS ASIAUTO,Pichincha,,,tiempo completo,Desarrollador de Software,"java, javascript, sql, aws, azure, gcp, kubernetes, docker, jenkins, git, selenium, jmeter, postman, microservicios, restful apis, ci/cd, devops, machine learning","trabajo en equipo, liderazgo, atención al detalle, pensamiento crítico"
Representante De Clientes - Trabajo Remoto,BairesDev,"Anywhere, Azuay",,,tiempo completo,Desarrollador de Software,"excel, machine learning","trabajo en equipo, liderazgo, adaptabilidad, orientación a resultados, atención al detalle, gestión del tiempo, creatividad, inglés avanzado"
Entrepreneur In Residence (EIR),Xertica.ai,"Guayaquil, Guayas",,,,Desarrollador de Software,"c++, excel, machine learning","comunicación, liderazgo, aprendizaje continuo"
Service Delivery Director - Remote,BairesDev,"Anywhere, Guayas",,Remoto,,Desarrollador de Software,"c++, excel, scrum, machine learning","trabajo en equipo, comunicación, adaptabilidad, aprendizaje continuo, atención al detalle, proactividad, inglés avanzado, multitarea"
Asistente Virtual Remoto,eco grow,"Anywhere, Azuay",,,tiempo completo,Desarrollador de Software,git,"trabajo en equipo, comunicación, adaptabilidad, orientación a resultados, aprendizaje continuo, proactividad, gestión del tiempo"
Coordinador/A Administrativo De Talento Humano,Inducom S.A.,"Guayaquil, Guayas",,,,Desarrollador de Software,restful apis,"trabajo en equipo, aprendizaje continuo, atención al detalle, proactividad"
Coordinador Trade Mkt,DIPASO S.A,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,"c++, restful apis",orientación a resultados
Balcón De Servicios,COOPERATIVA DE AHORRO Y CREDITO PREVISION AHORRO Y DESAROLLO COOPAD LTDA,Pichincha,,,tiempo completo,Desarrollador de Software,No especificado,No especificado
Vendedor,ESII S.A.,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,excel,"trabajo en equipo, comunicación, orientación a resultados, aprendizaje continuo, atención al detalle, gestión del tiempo"
Técnico Contratista Instalador - Internet FTTH,altpower s.a,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,No especificado,No especificado
