titulo,empresa,ubicacion,modalidad,descripcion,Area
Analista De Emisión (Cobranzas),Cooperativa Policía Nacional,"Quito, Pichincha",,"**Misión del cargo**: Dar apoyo en la gestión comercial, servicio y recuperación de cartera de la CPN según los parámetros comerciales para contribuir al incremento de la participación en el mercado de medios de pago. Actividades del cargo: Cumplir las metas de colocación de tarjetas de crédito (principal, adicional), débito, prepago. Dar soporte en temas relacionados con la Gestión de Medios de Pago hacia las agencias y Call Center interno. Brindar seguimiento y contención de cartera vencida. Establecer procesos de intercambio de bases con clientes generados por otras áreas de la organización. Monitorear los KPI´s por canal (oficinas, call center, web, app, generación de bases); y revisar el cumplimiento de las métricas por cada uno. Capacitar en productos a todos los canales. Implementar propuestas de valor y medición de desempeño para cada uno de los canales. Visitar cooperativas asociadas.La Cooperativa de Ahorro y Crédito de la Policía Nacional, en conjunto con su equipo de trabajo, camina día a día hacia la excelencia para lograr los objetivos trazados, generando e innovando productos, servicios y beneficios para sus socios y clientes, satisfaciendo necesidades financieras, mejorando su calidad de vida y crecimiento económico. Fomentamos el desarrollo económico y social de nuestros socios, clientes y colaboradores, brindándoles productos innovadores, ágiles, seguros, oportunos y de excelente servicio para mejorar su calidad de vida.**Requisitos**:Estudios superiores de tercer nível o estar cursando los últimos semestres en carreras Administración, Ingeniería Comercial, Finanzas, Ingeniería Industrial o afines. Experiência mínima de un año en el cargo en Instituciones de tipo Financiero, Banca o Cooperativas. Conocimientos Adicionales: Excel intermedio Ingles intermedio (indispensable) Metodologías ágiles Levantamiento de procesosBeneficiosQueremos que sepas que contamos con un paquete remunerativo sueldo base más comisiones, con un plan de incentivos monetario y no monetario, animate que tus ideas se plasmen y se hagan realidad. ¡Atrévete a innovar en CPN!",Analista de Datos
Analista De Marketing,Consulting & Tax,"Quito, Pichincha",,"Requisitos:Graduado en Marketing.Experiência de 1 a 3 años en el cargo o posiciones similaresConocimientos de Office y medios electrónicos alto.Nível de inglés medio.Actividades a realizar:Crear y administrar la comunidad online, creación de campañas, diseño gráfico, manejo de medios electronicos,etc.CONDICIONES DEL EMPLEOJornada laboral:Tiempo CompletoTipo de empleo:Trabajo FijoSalario:A convenirCantidad de vacantes:1REQUERIMIENTOSExperiência Mínima:No especificadoSexo:Indistinto",Analista de Datos
Analista De Bodega Y Logística - Cuenca,Disprovef Ecuador S.A,"Cuenca, Azuay",,"En Disprovef Ecuador S.A nos encontramos en la búsqueda y selección de un Analista de Bodega y Logística para la cuidad de Cuenca.Somos importadores y distribuidores de medicamentos, productos y equipos veterinarios, así como de accesorios de peluquería canina profesional. ¡Trabajamos con las mejores marcas a nível nacional e internacional del sector veterinario!.**Requisitos**:**Formación Académica**: Carreras en Logística y Transporte, Ingeniero Industrial o carreras afines. Experiência: mas de 3 años Conocimiento: Excel Avanzado, análisis de datos, Conocimiento de control de inventario e Implementación y control de indicadores de gestión logística. Competencias: Liderazgo, Toma de decisiones, Atención al cliente y trabajo en equipoBeneficiosSalario Acorde al mercado Beneficios de Ley Beneficios propios de la empresa",Analista de Datos
Analista De Ambiente - Quito,QSI ECUADOR S.A.,"Quito, Pichincha",,"FUNCIONES Tramitar la obtención y actualización de todo tipo de permisos, licencias, certificados y registros ambientales de la empresa. Gestionar el cumplimiento de los requisitos legales y reglamentarios ambientales de la empresa. Atender y/o coordinar las auditorías ambientales realizadas por los entes de control y clientes a los diferentes centros de trabajo. Gestionar la destrucción de productos y desechos peligrosos. Manejo del presupuesto del área. Manejo de los indicadores de Gestión Ambiental para la empresa y desarrollar actividades de mejoramiento continuo de los mismos. Implementar las medidas necesarias de actuación para la atención de emergencia ambientales.Importante Empresa Internacional dedicada a la importación y comercialización de productos industriales. Se encuentra en la búsqueda de un: Analista de Ambiente para Quito**Requisitos**:Título de Ing. Ambiental u otras Ingenierías con Maestría en Ambiente. Experiência de 2 a 3 años en funciones similares. Experiência como auditor de la ISO 14001:2015. Conocimiento en el manejo de una planta de tratamiento de aguas residuales. Declaración de desechos peligrosos e impactos ambientales. Conocimiento de herramientas de calidad.BeneficiosBeneficios de Ley y propios de la empresa.",Analista de Datos
Analista De Siniestros Y Seguros Administración,Chevyplan,"Quito, Pichincha",Híbrido,"Si quieres empezar un nuevo reto como **ANALISTA** en la ciudad de **QUITO **y en una empresa donde podrás seguir creciendo y desarrollándote, de la mano de un equipo estratégicoEn ChevyPlan ayudamos a personas que desean un auto, a encontrar las herramientas adaptadas a su capacidad de pago, para que puedan adquirirlo y ahorrar en la compra de su vehículo Chevrolet Nuevo.En estos momentos, tenemos la oportunidad de incorporar, en nuestro departamento de Desarrollo de Negocios, a un/a **ANALISTA** con un perfil senior para gestionar la cartera de nuestros clientes adjudicados. Podrás tener una visión completa de la gestión de Seguros y la Relacion Comercial con el cliente.**¿Cómo es trabajar en ChevyPlan?****Como parte de Pacto Global Ecuador, ChevyPlan realiza sus procesos de selección basados en las capacidades técnicas y competencias requeridas para cada cargo**, sin hacer distinciones de género, religión, raza, nacionalidad, etc., basados en igualdad de oportunidades. En esta compañía tendrás:- ** Independencia**: Vas a poder **organizar tu día**, agendas y gestión de trabajo.- **Nos ayudamos entre compañeros**: Serás parte de un **equipo que se da la mano** en las buenas y las malas, para la consecución de tus objetivos.- **Estabilidad y Seguridad**:Si te esfuerzas por cumplir tus objetivos, vas a tener toda la estabilidad y seguridad que necesitas. **SIEMPRE **realizamos el pago puntual de tu sueldo para que puedas planificarte, estar tranquilo/a y seguro/a, además de contar con **TODOS** los beneficios de ley.- **Vas a ser reconocido y premiado**: Si superas los objetivos, **serás reconocido/a**, así como en las premiaciones trimestrales y anuales, donde reconocemos con **interesantes incentivos** a nuestros colaboradores destacados.- **Empresa ética y responsable**:Somos parte de General Motors y la red de concesionarios Chevrolet**, lo que te dará un gran respaldo y seguridad al generar relaciones de confianza y credibilidad con tus clientes, además serás parte del crecimiento de la marca.**¿Qué te hará triunfar en el puesto?**- Para que te sientas bien en la posición, lo ideal es que tengas, al menos, 2 años de experiência en posiciones de **ANALISTA**, con experiência en Gestion operativa de facturación de Seguros.- Sería ideal que cuentes con experiência y nociones Básicas para el manejo de **Excel y Power BI **para el procesamiento de información del área.- Si has trabajado con clientes internos y externos será más asimilable tu proceso de Adaptación al área.- En ChevyPlan, el colaborador siempre está en el centro, por lo que si disfrutas con la atención personalizada y con el trato con tus áreas usuarias, ¡lo harás genial!**¿QUÉ TE OFRECEMOS PARA ESTA POSICIÓN?**- Remuneración acorde al mercado- Modalidad de trabajo Híbrida- Equipo computador + equipo celular y plan ilimitado- Seguro de vida y salud privados- Utilidades- Premiaciones semestrales y anuales por desempeño- Después del segundo año en la compañía, 3 semanas íntegras de vacaciones (es decir, tus vacaciones no cuentan fines de semana).- Descuentos en compra de nuestros planes de ChevyPlan con 75% de descuento en Cuota de Inscripción para el colaborador y un % de descuento en la facturación final de tu Chevrolet Nuevo, además de un 50% descuento en Cuota de Inscripción para familiares.- Acceso voluntario y con descuentos preferenciales para colaboradores ChevyPlan en Seguro Dental, Seguro vehicular.- Bono de guardería para padres y madres con hijos menores de 5 años***NUESTRO PROPÓSITO: ""En ChevyPlan impactamos positivamente la calidad de vida de nuestros clientes, mediante el ahorro en la compra programada de su vehículo.""**Si te identificas con este propósito, inscríbete en la oferta ahora.**Recuerda subir tu hoja de vida en formato PDF- Departamento- Administración- Ubicaciones- Quito- Estado remoto- Híbrido",Analista de Datos
Analista De Compras,Landazuri s.a,"Quito, Pichincha",,"Analista de Compras, se requiere una persona con título de tercer nivel en Comercio Exterior o carreras afines. Se necesita experiencia de 2 a 3 años en puestos similares, específicamente en comercio exterior.Funciones ClaveAnalizar datos de compra y elaborar cotizaciones para materia prima, excipientes, material de envase y servicios.Buscar y negociar con proveedores nacionales e internacionales, y gestionar sus pagos.Generar órdenes de compra y darles seguimiento.Realizar el proceso de importación y exportación de productos, incluyendo la elaboración de documentos de control y soporte, y la nacionalización de productos.Gestionar la logística nacional e internacional.Elaborar informes y reportes semanales de compras, cuadros de presupuesto y reportes de BSC para la Dirección y Gerencia General.Conocimientos y HabilidadesSe requiere conocimiento en Comercio Internacional, Legislación Aduanera, ECUAPASS, Supply Chain Management y SAP BUSINESS ONE.Manejo de Microsoft Office y Outlook.Las competencias clave incluyen pensamiento analítico, trabajo bajo presión, iniciativa, y organización y planificación.El candidato reportará directamente al Gerente de Operaciones .",Analista de Datos
Analista De Compras Internacionales,Grupo Ortiz,"Cuenca, Azuay",,"Nuestra empresa Somos una corporación moderna dedicada a la producción y comercialización de la más alta variedad de productos, siendo una de las empresas con mayor crecimiento y estabilidad en el país. La empresa GERARDO ORTIZ, esta en la búsqueda de un analista de compras internacionales Misión del cargo: Responsable de llevar a cabo la negociación con proveedores extranjeros sobre la adquisición de los productos a precios más competitivos, de la mejor calidad, y los más adaptados a la empresa. Funciones del cargo: Búsqueda constante de proveedores para categorías de productos. Seguimiento de proveedores diariamente. Liquidación y costeo de importaciones. Presentación de propuestas nuevas de productos importados. Costos liquidados VS Productos nacionales. Procesos contables para el pago de proveedores al exterior ISD. Analisis y manejo de inventarios en bodega. Competencias: Formación continua en tendencias y novedades para implementar en el sector retail. Habilidades de negociación. Pensamiento estratégico para la adaptación de presupuestos. Nuestra empresa Somos una corporación moderna dedicada a la producción y comercialización de la más alta variedad de productos, siendo una de las empresas con mayor crecimiento y estabilidad en el país. Requisitos Formación: Estudios Internacionales. Experiencia mínima de dos año en cargos similares. Conocimientos: Excel Intermedio. Ingles avanzado. Oral y escrito Beneficios SUELDO BASE + HORAS EXTRAS + KPI + BENEFICIOS DE LEY OPORTUNIDADES DE CRECIMIENTO LABORAL",Analista de Datos
Analista De Logistica Y Bodega Cuenca,RENOVALLANTA S.A.,"Cuenca, Azuay",,"Publicidad***Detalles de la oferta**:Objetivo del cargo: Controlar y custodiar los suministros, materiales e insumos y gestin de logstica e inventarios en Bodega.Funciones y responsabilidades esenciales del cargo:1. Controlar y custodiar el inventario de materiales de acuerdo al stock de productos mediante el sistema FIFO considerando un adecuado orden y aseo en la bodega.2. Coordinar el despacho de la materia prima de acuerdo a necesidad de las plantas y de los insumos y repuestos segn requisiciones.3. Soportar en las actividades operativas al Coordinador de Logstica segn requerimientos de la operacin que sean establecidos por la Jefatura.**Fuente**:Faciltrabajo",Analista de Datos
Analista De Créditos,MÁSCAPITAL.S.A.S.,"Quito, Pichincha",,"Evaluar, analizar y gestionar solicitudes de crédito de clientes interesados en la compra programada o financiada de vehículos, garantizando el cumplimiento de las políticas crediticias internas, la normativa vigente y la sostenibilidad financiera de la concesionaria. Responsabilidades Recibir, revisar y verificar la documentación entregada por el cliente para solicitud de crédito. Evaluar la capacidad de pago, historial crediticio y nivel de endeudamiento mediante análisis financiero y herramientas de riesgo. Emitir informes técnicos y recomendaciones sobre la aprobación o negación del crédito. Requisitos Titulo de tercer nivel en áreas contables, administrativas, financieras, economía o afines. Experiencia comprobable mínima de 2 años en concesionarias.",Analista de Datos
Analista De Selección - Quito,Chevyplan,"Quito, Pichincha",,"Si quieres empezar un nuevo reto como **ANALISTA DE SELECCIÓN** en la ciudad de **QUITO** y en una empresa donde podrás seguir creciendo y desarrollándote, de la mano de un equipo estratégico en la gestión de Talento HumanoEn ChevyPlan ayudamos a personas que desean un auto, a encontrar las herramientas adaptadas a su capacidad de pago, para que puedan adquirirlo y ahorrar en la compra de su vehículo Chevrolet Nuevo.En estos momentos, tenemos la oportunidad de incorporar, en nuestro departamento de Talento Humano, a un/a **ANALISTA **DE** **SELECCIÓN** con un perfil senior para gestionar procesos de selección comerciales a nível nacional. Podrás tener una visión completa de la gestión comercial y aportar desde la selección e incorporación de los mejores talentos, al cumplimiento de objetivos de ChevyPlan. El aporte de esta posición es de suma importancia para nuestro giro de negocio.**‍**¿Cómo es trabajar en ChevyPlan?**Como parte de Pacto Global Ecuador, ChevyPlan realiza sus procesos de selección basados en las capacidades técnicas y competencias requeridas para cada cargo, sin hacer distinciones de género, religión, raza, nacionalidad, etc., basados en igualdad de oportunidades. En esta compañía tendrás:- ** COMPAÑERISMO**Serás parte de un equipo que se da la mano en las buenas y las malas, que se ayuda y se apoya mutuamente y si en alguna situación no llegas, un compañero te va a apoyar. Este apoyo no solo será a nível profesional sino también a nível personal. Tengas la edad que tengas, te sentirás a gusto, ya que tanto los más jóvenes como los más seniors, tenemos una relación informal, nos hacemos bromas y somos amigos.- ** BUENA REPUTACIÓN**En ChevyPlan somos número 1 a nível de mercado en sistemas de compra programada, y estamos respaldados por Chevrolet y General Motors, no somos un consorcio cualquiera, y lo tenemos todo formado para que tu puedas ingresar y formarte como profesional, y aprender todo lo necesario del producto. Aprender casos, para entender cómo funciona todo. ¡Esto es un reto diario!- ** LOS LÍMITES PARA CRECER PROFESIONALMENTE LOS PONES TÚ**En ChevyPlan tendrás todas las herramientas para crecer. Te daremos a conocer todas las vacantes internas, podrás decidir si te interesan y quieres seguir creciendo creciendo con nosotros. Este crecimiento no solo serán ascensos, sino que también podrás ir asumiendo más responsabilidades dentro de tu posición.- ** TODAS TUS IDEAS SERÁN TOMADAS EN CUENTA**En ChevyPlan podrás proponer nuevas ideas o formas de enfocar un proyecto, y estas serán escuchadas y respetadas, tu opinión será siempre escuchada y respetada y tenida en cuenta para poder mejorar como empresa. Podrás presentar proyectos a la gerencia, y si son buenos, los planificamos y los implementaremos. En ChevyPlan, tu voz y la de todos es escuchada.- ** FLEXIBILIDAD HORARIA Y TELETRABAJO**Tendrás la oportunidad de trabajar desde casa, y no tener que ir todos los días a la oficina pudiendo desarrollar todas tus actividades con el mismo entusiasmo y dedicación. Te daremos todas las herramientas para que puedas hacerlo (computadora, redes).También tendrás 1h30 (horas) para comer, lo que te permitirá hacer gestiones personales, si fuese necesario.- ** TODOS COMPROMETIDOS PARA UN MISMO OBJETIVO**Todos estamos motivados y alineados para lograr nuestro objetivo: Que las personas que sueñan con tener su vehículo, lo puedan conseguir. Sabemos que no es solo trabajo de comerciales, sino de todos los departamentos, y todos trabajamos unidos y empujamos para conseguirlo.***¿Qué te hará triunfar en el puesto?**- Para que te sientas bien en la posición, lo ideal es que tengas, al menos, 3 años de experiência en posiciones de **ANALISTA, ESPECIALISTA, CONSULTOR DE SELECCIÓN, etc.**, con experiência en selección comercial en empresas de productos intangibles como compra programada, banca, seguros, financieras, servicios, etc. (indispensable).- Tu posición será la de **ANALISTA DE SELECCIÓN**, por lo que si has trabajado liderando **procesos de selección masivos, head hunting, atracción de talentos en campo y dominas la evaluación de competencias comerciales**, no tendrás ningún problema.- En ChevyPlan, el colaborador siempre está en el centro, por lo que si disfrutas con la atención personalizada y con el trato con tus áreas usuarias, ¡lo harás genial!***¿Cuál es tu misión en ChevyPlan?**- Trabajarás en estrategias de atracción de talentos comerciales para ampliar las fuentes de reclutamiento (ferias, eventos, head hunting de campo y digital, etc.)- Desarrollarás estrategias de evaluación de competencias y habilidades para las actividades de assessment center y clínicas de ventas, que son parte del proceso de selección.- Ejecutarás el proceso de contratación de los nuevos colaboradores, para tener todo listo para su ingreso.***¿Qué te ofrecemos?**- Remuneraci",Analista de Datos
Analista De Ingeniería,BATERIAS ECUADOR,"Quito, Pichincha",,"Apoyar en el desarrollo de nuevos productos alineado a las herramientas del APQP tanto para equipo original como para el mercado de reposición con ciertas consideraciones. -Controlar el cumplimiento a los procedimientos de cambios de ingeniería, solicitudes de prueba, ensayos de laboratorio, pruebas piloto en producto y proceso. -Controlar la implementación, cumplimiento y mantenimiento de las especificaciones en campo en el producto o procesoBaterías Ecuador fue fundada en Quito, Ecuador en 1956, convirtiéndose de esta manera en la marca con mayor experiência en baterías de arranque para automóviles en el mercado ecuatoriano. Desde el año 1998, los Hnos. Rubio con el fin de dar un vigoroso impulso a la producción nacional forman Fabribat Cia. Ltda, quien enfoca sus esfuerzos en crear grandes avances tecnológicos en la fabricación de baterías automotrices. El conocimiento del mercado acompañado del desarrollo tecnológico ha permitido conformar productos de excelente calidad reconocidos a lo largo de todo el país. Actualmente, Baterías Ecuador maneja directamente la producción y comercialización de acumuladores eléctricos y accesorios complementarios dentro de su red directa de distribución en más de 2500 almacenes de repuestos y puntos de servicio.**Requisitos**:- Título profesional Tercer Nível en Ingeniería Química. - Mínimo 1 año en empresas industriales o afinesBeneficios- Alimentación -Transporte",Analista de Datos
Analista De Soporte Técnico - Quito,Puntonet S.A.,"Quito, Pichincha",,"**Detalles de la oferta**:¡Sé parte de un equipo de alto rendimiento!Funciones del cargo:Coordinar actividades de soporte técnico de los servicios de tecnología con todos los departamentos de la organización.Brindar soporte de primer nível a las gerencias y subgerencias y soporte de segundo nível a los incidentes y requermientos.de la compañía a nível nacional.Gestionar los accesos a los Sistemas y aplicaciones.Gestionar el inventario de Hardware y Software, consola de antivirus, Sice, Sharepoint, Office.Validar y preparar equipos para nuevas asignaciones o cambios según sea el caso.Formación académica:Universidad culminada en las carreras de: Sistemas / Redes y ComunicacionesConocimientos técnicos:ITILGestion de procesos tecnológicosSoporte TécnicoSistemas operativosRedes y ServidoresProgramación**Fuente**:Whatjobs_Ppc**Área***:- Otros / Otros***Requisitos**:",Analista de Datos
Analista De Comunicación Corporativa,Megalabs Ecuador,"Quito, Pichincha",,"del puesto Analista de Comunicación Corporativa. En Megalabs estamos en la búsqueda de una persona creativa, orientada al detalle y con pasión por la comunicación, para unirse a nuestro equipo de Personas & Cultura en Quito. ¿Cuál será tu rol? Diseñar y gestionar estrategias de comunicación interna que fortalezcan la cultura organizacional. Ser vocera y promotora de las iniciativas de Diversidad, Equidad e Inclusión (DEI). Administrar el programa de pasantías y coordinar la experiencia de onboarding, asegurando que cada nuevo colaborador se sienta bienvenido desde el primer día. Planificación y organización de eventos, experiencias y regalos corporativos. Contribuir activamente al fortalecimiento de la marca empleadora de Megalabs. Lo que buscamos en ti Experiencia en comunicación interna o áreas relacionadas. Excelente redacción y sensibilidad estética. Creatividad e innovación para proponer ideas frescas y dinámicas. Habilidades digitales (herramientas de comunicación, diseño y/o multimedia). Gusto por trabajar en equipo y entusiasmo por crear experiencias positivas para los colaboradores. Lo que ofrecemos La oportunidad de impactar directamente en la cultura y en la experiencia de quienes forman parte de Megalabs. Un equipo cercano y comprometido con el bienestar y desarrollo de las personas. Una posición presencial que te permitirá estar en contacto directo con los colaboradores y ser parte de los proyectos más significativos de la organización. Si disfrutas transformar ideas en experiencias y comunicar con propósito, queremos conocerte Requisitos Formación de tercer nivel en comunicación, marketing, relaciones públicas o afines. Experiencia de 3 años en cargos afines. Somos Bienestar Contribuimos constantemente a un estado de plenitud global de las personas, que define lo que somos y ha marcado nuestro trabajo desde siempre. Somos Megalabs y hoy nos presentamos más cercanos, estableciendo vínculos fuertes con todos ustedes en toda la región y nuestro posicionamiento y visión sobre el #bienestar como un fin en común. Show more Show less",Analista de Datos
Analista De Marketing,Cooperativa 29 de octubre,"Quito, Pichincha",,"**Misión**: Impulsar las iniciativas de marketing a través de la investigación, análisis de datos y desarrollo de estrategiasLA COOPERATIVA es una institución del sector financiero popular y solidario perteneciente al segmento 1, debidamente autorizada por la Superintendencia de Economía Popular y Solidaria, cuyo objeto social consiste en realizar actividades de intermediación financiera y de responsabilidad social con sus socios.**Requisitos**:**Estudios formales**: Título de tercer nível Marketing o Comercial**Experiência**: en cargos similares de 1 a 2 años.**Conocimientos**:- Análisis de datos cualitativos y cuantitativos.- Investigación de mercado- Segmentación de audiencia- Manejo de herramientas analíticas- Interpretación de métricas claves (KPI)- Automatización de CRM- Comportamiento del consumidor",Analista de Datos
Analista De Asuntos Corporativos Y Sostenibilidad,cbc,"Quito, Pichincha",,"Company Description Somos una compañía comercializadora de bebidas y alimentos con 137 años de experiencia y operaciones en Centroamérica, el Caribe y Sudamérica. Contamos con el portafolio de productos más grande de la región y trabajamos junto a nuestros socios estratégicos Pepsico, Ambev y Beliv ofreciendo soluciones innovadoras a nuestros clientes. En CBC sabemos construir vínculos sólidos y duraderos. Sabemos escuchar a los consumidores para entender sus necesidades y ofrecerles las mejores marcas en las distintas ocasiones de consumo. Llevamos sabor y frescura al mundo con la ambición de convertirnos en una compañía multicategoría que siga expandiendo sus horizontes. Lo hacemos con el entusiasmo de ver sonreír a nuestro equipo, a los nuestros y a quienes disfrutan lo que hacemos. Nuestra cultura y energía transformadora tienen a la pasión como el motor que nos impulsa a ser mejores y a conquistar nuevos desafíos. Trabajamos con el disfrute de hacer juntos lo imposible. Job Description Propósito del Puesto: Ejecutar iniciativas, proyectos y reportes que aporten a la estrategia de sostenibilidad y posicionamiento de marca corporativa, con enfoque técnico en gestión de triple impacto ambiental, social y económica. Contribuir al posicionamiento estratégico de Tesalia cbc, mediante el acompañamiento en la generación de contenido técnico-comunicacional y el relacionamiento efectivo con grupos de interés internos y externos. Actividades Principales: Priorizar actividades y recursos en función del impacto social, ambiental y de gobernanza Ejecutar actividades de voluntariado interno y externo, considerando grupos de impacto como los recicladores y analizar los impactos de las iniciativas de ESG y de comunicación Filtrar solicitudes de donación de la compañía y gestionar el proceso Diseñar una parrilla de actividades y contenidos internos con enfoque ESG Qualifications Licenciatura o ingeniería en Ambiental, Sostenibilidad, Comunicación Estratégica, Relaciones Internacionales, Sociología, Ciencias Políticas u otras afines. 2 años de experiencia como Asistente / Analista en áreas de sostenibilidad, gestión ambiental o asuntos corporativos. Additional Information The TESALIA SPRING COMPANY S.A es el responsable del tratamiento de tus datos personales y la finalidad de este tratamiento es para poder atraer talentos jóvenes a nuestra organización para que realicen sus pasantías en TESALIA CBC, y conozcan de una oportunidad eventual de trabajo, y así impulsar el desarrollo personal y económico del país. El tratamiento de tus datos está legitimado por los artículos 7.2 (cumplimiento de una obligación legal) y 7.5 (para la ejecución de medidas precontractuales a petición del titular) de la Ley Orgánica de Protección de Datos Personales. Tus datos serán tratados por el periodo máximo de 1 año en el caso de que no hayas sido seleccionado, con el fin de poder comunicarnos contigo en el supuesto de que se abra un nuevo proceso de pasantía en TESALIA CBC y tu perfil se adapte con lo que necesitamos; sin embargo, si fuiste seleccionado para la pasantía, tus datos serán tratados de acuerdo con el contrato que se suscriba contigo, y de conformidad con la Ley de Pasantías en el Sector Empresarial. Para que conozcas más sobre nuestra política de protección de datos personales y privacidad, tus derechos y cómo ejercerlos, por favor da clic aquí: La misión de Grupo Mariposa es fomentar el crecimiento y la sostenibilidad dentro de la industria global de alimentos y bebidas. Estamos comprometidos con la excelencia a través de una gestión disciplinada, prácticas innovadoras y una cultura dinámica que acepta el cambio.",Analista de Datos
Analista De Crédito Y Cobranzas - El Oro,Gestalt Consultora,"Machala, El Oro",,"**Detalles de la oferta**:VACANTE - El OroEn Consultora de Talento Humano Gestalt S.A.S nos encontramos en la búsqueda de un ANALISTA DE CRÉDITO Y COBRANZAS para una importante empresa. #Machala-Estudios en Economía, Contador, Ing. comercial, afines.3 años de Experiência en cargos similares-Conocimiento de Excel Intermedio-Avanzado-Conocimiento de Power Bi-Experiência en el sector comercial (Acuícola, Agrícola o Bananero)-Disponibilidad para viajar-Disponibilidad inmediataPostulaciones o referidos al siguiente correo**:*****Requisitos**:",Analista de Datos
Analista De RRHH,Vipertec S.A,"Quito, Pichincha",,"Tus funciones en el cargo serán 1. Asegurar el cumplimiento de leyes laborales vigentes, evitando sanciones y riesgos legales.2. Establecer y monitorear políticas de prevención de riesgos laborales.3. Facilitar la comunicación interna entre áreas y fomentar un ambiente de trabajo positivo resolviendo conflictos de manera oportuna.4. Asegurar la correcta implementación y mantenimiento de una cultura organizacional alineada a los valores y objetivos de Vigatec Chile.5. Evaluación y adaptación de la estructura organizacional frente a los cambios del negocio y un programa de formación y desarrollo de competencias.6. Liderar, de principio a fin, los procesos de selección asignados, asegurando la entrega de su computador, onboarding, etc.7. Ser el promotor y ejecutor de los proyectos implementados en Chile y replicados en las filiales, según corresponda.",Analista de Datos
ANALISTA DE RIESGO EMPRESARIAL,Puntonet S.A.,"Quito, Pichincha",,"Propósito del puesto Gestionar integralmente los riesgos que incidan en la estrategia empresarial, en el ámbito operativo, financiero, regulatorio, tecnológico, reputacional y otros, fortaleciendo el control interno, la eficiencia operativa y promoviendo decisiones informadas que protejan los recursos críticos y la continuidad del negocio en situaciones de crisis. Responsabilidades Integrar un marco de gobierno y mecanismos de toma de decisiones que establezacan niveles de autorización y segregación de funciones que posibiliten una estrategia empresarial efectiva Integrar la gestión de riesgos en todos los niveles del negocio, implementando controles de gestión eficientes y anticipando decisiones informadas bajo diversos escenarios Implementar estrategias de continuidad, contingencia, respuesta a incidentes y recuperación de desastres frente a escenarios de riesgo, minimizando el impacto en las operaciones y manteniendo las metas comerciales Dirigir estratégicamente la articulación efectiva de respuestas destinadas a los stakeholders a nivel operativo y comunicacional en intervalos mínimos de tiempo frente a situaciones de crisis. Requisitos del puesto Educación: Título universitario en Administración de Empresas, Procesos, Finanzas. Experiencia: Mínimo 3 años en gestión de riesgos, cumplimiento normativo, análisis de procesos o roles similares en empresas de servicios, tecnología o telecomunicaciones. Conocimientos Técnicos: Gobierno Corporativo, Control Interno, Gestión de Riesgos, Continuidad de Negocio, Gestión de Crisis, Gestión por Procesos, Cumplimiento Normativo y Regulatorio. Certificaciones: Buen Gobierno , Gestión de Riesgos y Continuidad de Negocio Beneficios Salario fijo competitivo y beneficios de ley. Seguro médico privado y seguro de vida Bono de alimentación mensual. Capacitación continua en gestión de riesgos, seguridad empresarial y normativas internacionales ¡Postúlate y únete a una empresa innovadora que valora la gestión responsable y la visión estratégica para construir el futuro en telecomunicaciones!",Analista de Datos
Analista De Riesgos Tecnológicos,Cooperativa Policía Nacional,"Quito, Pichincha",,"Tenemos nuevas oportunidades de trabajo, nuestra Gestión de Riesgos está en crecimiento y estamos fortaleciendo nuestros equipos, necesitamos un Analista de Riesgos Tecnológicos para la Ciudad de Quito. TU PROPÓSITO INNOVADOR ES: Identificar, controlar y mitigar los riesgos tecnológicos de la CPN, garantizando la operatividad del negocio. Responsabilidades: Verificar la disponibilidad de todos los activos de la información de tecnología. Analizar e identificar posibles riesgos que comprometan la disponibilidad, integridad y confidencialidad de la información de los asociados de la cooperativa. Definir y ejecutar soluciones preventivas y correctivas que garanticen la operatividad de la tecnología. Elaborar informes técnicos y administrativos vinculados a la gestión de riesgo tecnológico y continuidad del negocio. Proponer medidas de mitigación para el tratamiento de los riesgos operativos de tipo tecnológico. Elaborar y actualizar de la matriz de riesgos operativos de tipo tecnológico. Proponer las metodologías y procedimientos para la gestión de riesgo tecnológico. Identificar, valorar, monitorear, riesgos tecnológicos de los proyectos de la CPN Revisar los canales electrónicos y medios de pago de la CPN, con el objeto de identificar riesgos o vulnerabilidadesLa Cooperativa de Ahorro y Crédito de la Policía Nacional, en conjunto con su equipo de trabajo, camina día a día hacia la excelencia para lograr los objetivos trazados, generando e innovando productos, servicios y beneficios para sus socios y clientes, satisfaciendo necesidades financieras, mejorando su calidad de vida y crecimiento económico. Fomentamos el desarrollo económico y social de nuestros socios, clientes y colaboradores, brindándoles productos innovadores, ágiles, seguros, oportunos y de excelente servicio para mejorar su calidad de vida.**Requisitos**:Carrera Universitaria Completa, título profesional en Administración, Banca y finanzas, entre otros. Tiempo de experiência de 2 a 3 años. Experiência en Instituciones de tipo comercial, financiero y Servicios. Conocimientos en Análisis financiero, Gestión de riesgos tecnológicos, ITIL, Cobit, Redes, Sistemas Operativos, Desarrollo de aplicaciones.BeneficiosHaz que tus ideas innovadoras crezcan con nosotros, te ofrecemos planes de desarrollo, ambiente saludable de trabajo, beneficios no monetarios también capacitaciones permanentes, tu paquete remunerativo en función de tu experiência. ¡Ven se parte de una empresa innovadora, segura, confiable y solvente!",Analista de Datos
