titulo,empresa,ubicacion,salario,modalidad,jornada,tipo_contrato,descripcion,Area
Analista Junior De Laboratorio De Alimentos,SGS,"Guayaquil, Guayas",,,Tiempo completo,Permanente,"SGS es el líder mundial en inspección, verificación, análisis, capacitación y certificación. Es considerada como el principal referente mundial en calidad e integridad, contamos con más de colaboradores y una red de más de oficinas y laboratorios por el mundo.Descripción del empleoPrincipales responsabilidades:Ejecutar el análisis físico-químico de acuerdo a los procedimientos, métodos y normas aplicables.Interpretar resultados y elaborar el reporte de los análisis efectuados y entregar según los procedimientos.Efectuar los controles necesarios en la ejecución de los ensayos.Aportar con su gestión operativa para mantener al día el SGC previo a una auditoría.Preparar y estandarizar reactivos para la ejecución de los análisis.Participar en la actualización o en el desarrollo de nuevas metodologías, desde la ejecución de métodos, registro de resultados, proceso de los datos, procedimientos y protocolos según se solicite.Operar, facilitar y mantener el óptimo funcionamiento de los equipos e insumos relacionados a sus funciones, y es responsable de notificar ante la presencia de desperfectos o si requiere de reposición (mantenimientos preventivos y correctivos). RequisitosFormación Académica:Profesional Graduado de carreras técnicas como Ingeniería en Alimentos, Biología, Biotecnología, Química y Farmacia, Ingeniería Química, Ingeniería Agroindustrial o carreras afines.Conocimientos en:NTE INEN- ISO/IEC :**** (deseable). Metrología básica.Validación de métodos analíticos.Cálculo de incertidumbre.Experiencia:Mínimo 1 año realizando análisis de laboratorio en diferentes matrices de alimentos, harinas/balanceados y materias primas con diferentes técnicas analíticas como gravimetría, titulación, potenciometría y equipos de laboratorio.Haber participado directa o indirectamente en auditorías internas o externas.Habilidades:Trabajo en equipoProactividadManejo de OfficeInformación adicionalEs indispensable que adjunte su hoja de vida actualizada, certificados académicos y laborales.Si cumples con el perfil al 100%, no dudes en postularte nos pondremos en contacto contigo. <p class=""source"" data-source=""Buscojobs"" data-site=""www.buscojobs.com.ec""> Buscojobs </p>",Analista de Datos
Analista Administrativo,Eficacia,"Guayaquil, Guayas",,,Tiempo completo,Permanente,"En Grupo Transoceánica nos encontramos en la búsqueda de unAnalista Administrativo para nuestradivisión de bodegas para la ciudad de Guayaquil, encargado de gestionar y optimizar los recursos administrativos y operativos, asegurando el cumplimiento de estándares de calidad, así como el soporte oportuno a las distintas áreas internas de la organización.ResponsabilidadesEjecutar y dar seguimiento a los planes de mantenimiento preventivo y correctivo de equipos, maquinarias e infraestructura.Supervisar cronogramas de limpieza, control de plagas y conservación de instalaciones, asegurando condiciones óptimas de higiene y seguridad.Controlar inventarios y activos fijos (muebles, enseres y equipos), gestionando reportes e incidencias.Administrar y controlar la caja de gastos , validando facturas y pagosGestionar trámites y permisos municipales y legales relacionados con la operación.Monitorear indicadores administrativos y de optimización de gastos.Atender requerimientos de clientes internos, gestionando incidencias operativas de manera oportuna.RequisitosProfesionales con título de tercer nivel en Ingeniería Comercial, Administración de Empresas o afines.Experiencia mínima de 1 año en cargos similares.Manejo de utilitarios OfficeConocimiento manejando AutoCAD (no excluyente). Conocimiento en normativas de inocuidad y buenas practicas de almacenamiento.Manejo de procedimientos de control de plagas en bodegas.RECUERDA QUE AL DAR CLIC EN ""POSTULARME"" DEBERÁS COMPLETAR TUS EVALUACIONES EN TU PÁGINA DE CANDIDATO.Al aplicar a esta vacante, el candidato autoriza expresamente a Grupo Transoceánica al tratamiento de sus datos personales, conforme a la Ley Orgánica de Protección de Datos Personales vigente, para fines relacionados con los procesos internos de evaluación y gestión de su postulación. <p class=""source"" data-source=""Buscojobs"" data-site=""www.buscojobs.com.ec""> Buscojobs </p>",Analista de Datos
Analista Junior De Data Maestra,Markup®,"Quito, Pichincha",,,Tiempo completo,Permanente,"MarkUP, empresa consultora comercial y de marketing que trabaja con clientes internacionales líderes en el mercado ecuatoriano, busca incorporar unAnalista de Data Maestra Juniorpara apoyar en la gestión de información y herramientas de trade marketing.Este rol está orientado a un profesional recién graduado o en etapa final de estudios, con enfoque cuantitativo y conocimientos en marketing o carreras afines. La posición permitirá al candidato formarse y adquirir experiencia directa con marcas de gran relevancia en el mercado.Responsabilidades principalesPurificación, depuración y mantenimiento de bases de datos de clientes y productos.Configuración y administración del aplicativo Involves Stage para gestión de trade marketing.Programación y carga de encuestas para levantamiento de información en campo.Soporte al área comercial y de trade marketing en la preparación y análisis de datos.Asegurar la integridad, consistencia y actualización de la información maestra.RequisitosRecién graduado o cursando últimos niveles de Marketing, Ingeniería Comercial, Estadística, Administración o afines . Residencia en Quito y disponibilidad en horario laboral presencial . Excelente razonamiento lógico-matemático y capacidad analítica.Conocimiento intermedio de Excel (fórmulas, tablas dinámicas, manejo de datos). Deseable: experiencia académica o práctica en manejo de bases de datos y herramientas digitales de marketing.Aprendizaje rápido, capacidad de organización y trabajo bajo presión.Lo que ofrecemosFormación práctica en gestión de data y herramientas de trade marketing.Experiencia directa con marcas internacionales y locales de alto impacto . Acompañamiento y mentoría de la jefatura comercial.Posibilidad de crecimiento profesional dentro de la empresa después de la práctica.Pago mensual dependerá del perfil, conocimiento y experiencia.Leer bien los requisitos antes de enviar el perfil. <p class=""source"" data-source=""Buscojobs"" data-site=""www.buscojobs.com.ec""> Buscojobs </p>",Analista de Datos
Analista De Aseguramiento De La Calidad De Software,SoftwareOne,"Quito, Pichincha",$700,,Tiempo completo,Permanente,"En nuestra empresa buscamos unAnalista QAcon al menos2 años de experienciaen aseguramiento de calidad, automatización de pruebas y mejora continua de productos tecnológicos.Tu misión será garantizar la calidad y seguridad de nuestras soluciones, colaborar con equipos multidisciplinarios y proponer mejoras que impacten directamente en la experiencia del cliente y la eficiencia de nuestros procesos.ResponsabilidadesDiseñar y ejecutar pruebas funcionales, integraciones y validaciones de APIs.Implementar automatización de pruebas (Selenium, Cypress o similares) e integrarlas en pipelines CI/CD.Detectar, documentar y dar seguimiento a incidencias.Proponer mejoras en procesos y productos basadas en datos y retroalimentación de usuarios.Asegurar el cumplimiento de buenas prácticas de seguridad y calidad.Atender y dar soporte a clientes de los productos de TodoLegal.RequisitosTítulo en Ingeniería de Sistemas, Ingeniería Comercial o áreas afines.Experiencia mínima de 2 años en QA o roles similares.Conocimientos en SQL , validación de APIs y herramientas de gestión ( Jira , GitHub ). Experiencia con metodologías ágiles (Scrum, Kanban). Actitud proactiva, comunicación efectiva y orientación a la resolución de problemas.Lo que OfrecemosOportunidad de crecimiento hacia roles como QA Automation Engineer o QA Lead.Capacitación continua en herramientas, automatización y metodologías ágiles.Entorno colaborativo y dinámico con proyectos de alto impacto tecnológico.Remuneración de $700USDUbicaciónRemoto / Híbrido (según acuerdo con el equipo). <p class=""source"" data-source=""Buscojobs"" data-site=""www.buscojobs.com.ec""> Buscojobs </p>",Analista de Datos
Ec- Analista De Gestión Comercial Jr- Quito,Sherwin-Williams,"Quito, Pichincha",,,Tiempo completo,Permanente,"Job DescriptionEstamos buscando en Quito una persona que se encargue de apoyar en el análisis de desempeño de territorios, clientes y productos, brindando información clave para la toma de decisiones comerciales. Este rol contribuye al desarrollo de estrategias de negocio, anticipación de tendencias del mercado y detección de oportunidades en el canal indirecto.Conocimientos Técnicos:Manejo intermedio de Excel y PowerPoint.Familiaridad con bases de datos, cubos de información y herramientas como Oracle o SAP.Inglés intermedio (deseable). Experiencia:1 a 2 años en áreas de análisis comercial, inteligencia de negocios o similares (prácticas profesionales cuentan). ResponsibilitiesApoyar en la administración de territorios de ventas y actualización de clientes.Participar en la consolidación y análisis de presupuestos y forecast de ventas.Contribuir en el desarrollo de reportes comerciales y herramientas de análisis.Apoyar en la evaluación de portafolios de clientes y productos.Generar propuestas de valor a partir del análisis de datos.Colaborar en la formulación de nuevos proyectos comerciales.QualificationsValoramos las siguientes competencias:Capacidad analítica y atención al detalleOrganización y manejo del tiempoComunicación efectivaProactividad y orientación a resultadosTrabajo en equipoAdaptabilidadEnviar hoja de vida: About UsEn Sherwin-Williams, nuestro propósito es inspirar y mejorar el mundo coloreando y protegiendo lo que importa. Nuestras pinturas, recubrimientos y soluciones innovadoras hacen que los lugares y espacios de nuestro mundo sean más brillantes y fuertes. Tus habilidades, talento y pasión hacen posible vivir este propósito y que los clientes y nuestro negocio logren grandes resultados. Sherwin-Williams es un lugar que toma su estabilidad, crecimiento e impulso y los traduce en posibilidades para nuestra gente. Nuestros colaboradores son quienes están detrás de la fuerza de nuestro éxito, y por eso invertimos y te apoyamos en:tu recompensas, beneficios y flexibilidad para mejorar tu salud y bienestartu oportunidades para aprender, desarrollar nuevas habilidades y desbloquear todo tu potencialtus un equipo inclusivo y comprometido con nuestras comunidadesTodo está aquí para ti ... vamos a Crear TusPosibilidades <p class=""source"" data-source=""Buscojobs"" data-site=""www.buscojobs.com.ec""> Buscojobs </p>",Analista de Datos
Analista De Calidad De Energía,Viamatica,"Guayaquil, Guayas",,,Tiempo completo,Permanente,"Descripción de la compañía:Somos una Empresa Ecuatoriana, reconocida a nivel nacional por brindar a través de sus profesionales, soluciones estratégicas en la gestión de energía eléctrica y control Industrial, con el objetivo esencial de incrementar la seguridad, disponibilidad y confiabilidad de las operaciones en nuestros clientes relacionados al sector de ENERGÍA, PETROLEO, MINERÍA, TELECOMUNICACIONES, AGUA POTABLE, INDUSTRIAL DE PROCESOS (ALIMENTOS, PLÁSTICOS, MADERERO, SIDERÚRGICO, ETC), SALUD, BANCA, COMERCIAL y RESIDENCIAL.Descripción del puesto:Este puesto es de tiempo completo y presencial para un ingeniero Especialista en Calidad de Energía, ubicado en la ciudad de Guayaquil. El Especialista en Calidad de Energía será responsable de realizar análisis de calidad de energía en las instalaciones de nuestros clientes a nivel nacional, realizar análisis de datos, elaborar informes e identificar el origen de las perturbaciones eléctricas presentes en los estudios realizados. Además, colaborará estrechamente con otros miembros del equipo para garantizar la correcta identificación de perturbaciones eléctricas en la red, así como la definición de las correcciones necesarias.Las actividades se desarrollarán 30% en oficinas (Guayaquil) y 70% en campo (clientes a nivel nacional). Calificaciones:Sólidas habilidades analíticas y competencia en análisis de datos.Conocimientos sólidos en perturbaciones eléctricas y manejo de estándares aplicables.Conocimientos sólidos en factor de potencia y dimensionamiento de soluciones relacionadas.Excelentes habilidades de comunicación escrita y verbal.Gran atención a los detalles y capacidad para resolver problemas.Disponibilidad para viajar.Grado académico en ingeniería eléctrica, electrónica, mecatrónica, o similares.Experiencia en el uso de analizadores de energía y en el análisis de perturbaciones eléctricas (deseable). Ofrecemos:Estabilidad laboral.Desarrollo y crecimiento personal y profesional.Capacitación permanente, nacional e internacional.Sueldo base (acorde a la experiencia) más incentivos. <p class=""source"" data-source=""Buscojobs"" data-site=""www.buscojobs.com.ec""> Buscojobs </p>",Analista de Datos
Analista De Servicio Técnico,Importador Ferretero Trujillo,"Quito, Pichincha",,,Tiempo completo,Permanente,"BusinessWarebusca incorporar a su equipo unAnalista de Soporte Técnicoproactivo y con experiencia, capaz de brindar soporte de alto nivel a nuestros clientes y participar activamente en la implementación de soluciones tecnológicas. Este rol es fundamental para garantizar el éxito operativo y técnico de nuestros proyectos, así como para fortalecer el relacionamiento con nuestra variada cartera de clientes.Responsabilidades:Proporcionar soporte técnico especializado a usuarios internos y externos.Participar en la ejecución e implementación de nuestras soluciones, asegurando su correcta adopción.Diseñar y desarrollar procedimientos almacenados (Stored Procedures), funciones, triggers y vistas en SQL.Analizar y solucionar incidencias relacionadas con bases de datos, consultas T-SQL y rendimiento del sistema.Gestionar cronogramas, recursos y entregables, asegurando el cumplimiento de estándares de calidad.Mantener una comunicación efectiva con los clientes, brindando seguimiento, documentación y soporte oportuno.Requisitos:Título en Ingeniería en Sistemas, Informática o carreras afines.Dominio avanzado de SQL Server y Conocimiento de optimización de consultas (Query Tuning) y análisis de planes de ejecución.Experiencia en desarrollo de procedimientos almacenados (Stored Procedures), funciones, triggers y vistas en SQL.Conocimiento en respaldos, restauración y mantenimiento de bases de datos.Conocimientos en la administración de plataformas Microsoft, incluyendo Windows Server, Microsoft 365 y Azure.Habilidades analíticas para el procesamiento y análisis de datos.Experiencia en herramientas de gestión de proyectos y metodologías ágiles.Conocimientos básicos en desarrollo con C# y tecnologías web.Excelentes habilidades interpersonales y de comunicación para interactuar con clientes y equipos internos.Capacidad de organización y autogestión en entornos dinámicos y de alta demanda. <p class=""source"" data-source=""Buscojobs"" data-site=""www.buscojobs.com.ec""> Buscojobs </p>",Analista de Datos
Analista De Marketing,Centric Ecuador,"Quito, Pichincha",,,Tiempo completo,Permanente,"Buscamos un/aMarketing Analystpara unirse a nuestro equipoEnSkole Uniformes Escolaresseguimos creciendo y queremos incorporar a una persona apasionada por los datos, la estrategia y el análisis de resultados.Ubicación: Tumbaco,Pichincha de manera presencialTipo de trabajo: Tiempo completoLUNES A VIERNES de 11am a 7pm SKOLE PLAZA HILACRILDe preferencia que resida en Tumbaco o sus alrededoresTu misión:Transformar la información en decisiones estratégicas que impulsen el crecimiento de nuestras campañas y fortalezcan el posicionamiento de la marca.Responsabilidades principales:Analizar métricas de marketing digital (redes, pauta, tráfico web, conversiones). Elaborar reportes y dashboard con indicadores clave de rendimiento (KPIs). Proponer acciones basadas en resultados para optimizar inversiones y estrategias.Colaborar con el equipo creativo y comercial para mejorar la efectividad de campañas.Una actitud proactiva para brindar atención básica a clientesRequisitos:Experiencia en análisis de datos y marketing digital.Dominio de herramientas como CANVA, Adobe ilustrador, Meta Business Suite,Excel o similares,Perfil analítico, proactivo y orientado a resultados.Deseable: conocimientos de publicidad digital (Google Ads, Meta Ads)Ofrecemos:Formar parte de una marca en expansión.Ambiente colaborativo y dinámico.Oportunidad de crecimiento profesional y desarrollo estratégico. Si te apasionan los datos y quieres ser parte, envíanos tu CV a con el asunto""Marketing Analyst – Skole"". <p class=""source"" data-source=""Buscojobs"" data-site=""www.buscojobs.com.ec""> Buscojobs </p>",Analista de Datos
Analista De Operaciones,Prosegur,"Quito, Pichincha",,,Tiempo completo,Permanente,"Analista de OperacionesResponsabilidades principales:Gestionar el ciclo operativo de compras en e-commerce y membresías de licores.Controlar inventarios, stock y precios, garantizando niveles óptimos de producto.Coordinar logística: ingreso, salida y entrega de pedidos.Verificar cumplimiento en procesos de facturación, canjes y reportes operativos.Requisitos:Formación en Administración, Finanzas, Comercio o afines.Al menos 2 años de experiencia en operaciones o logística , idealmente en el sector de bebidas alcohólicas.Conocimientos en manejo de inventarios, conciliación y procesos comerciales.Excel intermedio/avanzado, manejo de bases de datos y herramientas de gestión.Buscamos a alguien organizado, con alta atención al detalle, capacidad analítica y orientación a resultados. <p class=""source"" data-source=""Buscojobs"" data-site=""www.buscojobs.com.ec""> Buscojobs </p>",Analista de Datos
Analista Comercial Y Trademarketing,Modo In Melius,Ecuador,,,Tiempo completo,Permanente,"Buscamos incorporar a nuestro equipo de trabajo un/una Analista Comercial y Trade Marketing , quien será el apoyo del área comercial y de Trade marketing mediante análisis de datos de ventas, promociones, rotación de productos y rutas comerciales, para optimizar márgenes y mejorar la efectividad comercial. ¿Qué necesitas para encajar en esta oportunidad laboral? · Tener experiencia mínimo de 3 años como Analista Comercial o Trade Marketing , analizando datos comerciales y de Trade marketing. · Dominar excel avanzado para análisis de datos· Ser graduado/a en carreras como: Economía, Marketing, Comercial , Finanzas· Experiencia y conocimiento en Análisis de rotación de inventario, días de inventario, cobertura de stock, rendimiento de rutas· Conocimiento de canales de venta: canal moderno, food service, distribuidores, retail; sus particularidades comerciales. · Conocimientos de promociones / Trade marketing: cómo estructurarlas, condiciones, materiales POP, exhibiciones, negociaciones con supermercados. · Tener conocimiento de herramientas de apoyo para presentaciones, elaboración de dashboardAdemás debes tener :Disponibilidad de trabajar en TumbacoCapacidad de analizar datosSer adaptable, recursivo, buen trabajo en equipo y muy colaborativoBeneficios que ofrece la empresaSalario acorde a experienciaCapacitacionesCrecimiento y desarrollo profesionalIncentivos por cumplimiento de KPI ´s <p class=""source"" data-source=""Buscojobs"" data-site=""www.buscojobs.com.ec""> Buscojobs </p>",Analista de Datos
Analista De Logística De Cuentas Claves,Ups Healthcare,Ecuador,,,Tiempo completo,Permanente,"Analista de Logística de Cuentas ClavesNos encontramos en la búsqueda de un Analista de Logística de cuentas claves; quien, entre otras, desempeñará las siguientes actividadesAnálisis de datos para identificar áreas de mejora en la cadena de suministro.Implementar métricas para monitorear la calidad, costo y eficiencia de las operaciones logísticas.Establecer y mantener relaciones con clientes estratégicos.Velar por el cumplimiento de los acuerdos específicos contractuales de los clientes.Recibir requerimientos de los clientes y procesar el pedido.Realizar el seguimiento y gestión del flujo logístico:, recepción, almacenamiento, acondicionamiento, facturación, despacho, coordinación, transporte y gestión documental.Realizar la recepción y análisis de quejas para determinar su causa y establecer planes correctivos o preventivos.RequisitosTítulo de Ingeniero Comercial o afines.Conocimientos de Excel Intermedio – Manejo de tablas dinámicasNivel de Inglés IntermedioExperiencia requeridaDe 3 a 5 años en cargos similares y de ventas de servicios de logística en la Industria de la saludHabilidadesComunicación asertivaBuenas relaciones interpersonalesTrabajo en equipoCapacidad para aprenderNegociación y ventas de intangibles <p class=""source"" data-source=""Buscojobs"" data-site=""www.buscojobs.com.ec""> Buscojobs </p>",Analista de Datos
Analista Jr De Inventario,Adium,Ecuador,,,Tiempo completo,Permanente,"Si te apasiona lalogística, elcontrol de inventariosy elanálisis de datos, esta es tu oportunidad de marcar la diferencia en una empresa líder en servicios industriales. Requisitos principales: Formación en Ingeniería Industrial (indispensable) Experiencia de 1 a 2 años en análisis de inventarios y abastecimiento Excel intermedio, Demand &amp; Supply Planning, análisis estadístico (Power BI deseable)Beneficios: Sueldo fijo + bono por resultados Alimentación + Parqueadero Postula enviando tu CV a: Asunto:Analista de bodega <p class=""source"" data-source=""Buscojobs"" data-site=""www.buscojobs.com.ec""> Buscojobs </p>",Analista de Datos
Analista De Infraestructura Ti,Hitss Ecuador,Ecuador,,,Tiempo completo,Permanente,"En Gobierno Autónomo Descentralizado Provincial de Santa Elena, buscamos un Analista especializado en la administración de data centers para unirse a nuestro equipo de TI. Esta posición clave será responsable de administrar y mantener nuestra infraestructura tecnológica, asegurando la alta disponibilidad, seguridad y eficiencia de nuestros sistemas operativos, bases de datos, redes y aplicaciones. El candidato ideal poseerá una sólida experiencia técnica, una mentalidad orientada a la solución y la capacidad para automatizar y optimizar nuestras operaciones de TI.Responsabilidades Principales:Administrar el data center y los servidores físicos y virtuales, incluyendo sistemas operativos Linux, Windows y MacOS, y nodos de virtualización en Proxmox.Gestionar contenedores Docker, sistemas de archivos, redes, firewalls, proxies y el Directorio Activo de Dominio.Administrar bases de datos Oracle, MySQL y PostgreSQL, asegurando su rendimiento y seguridad.Implementar estrategias de ciberseguridad, realizar análisis de riesgos TI, análisis de vulnerabilidades y responder a incidentes de ciberseguridad.Administrar sistemas de comunicaciones, incluyendo correo electrónico Zimbra, central telefónica y dispositivos biométricos.Desarrollar y automatizar tareas a través de scripts en Python, Bash y Batch; gestionar DevOps y control de versiones en Git.Administrar sistemas de almacenamiento SAN y NAS, y ejecutar estrategias de backup.Gestionar la puesta en producción de aplicaciones web y API-REST, y mantener el código en aplicaciones de código abierto.Monitorear servidores, aplicaciones y radioenlaces; proporcionar soporte técnico a usuarios finales.Participar en la gestión de proyectos, compras y ejecución de pruebas piloto de nuevas herramientas.Investigar nuevas tendencias tecnológicas y recomendar mejoras para la infraestructura de TI.Habilidades y Experiencia Requeridas:Título tercer nivel en Ingeniería de Sistemas, Ciencias de la Computación o campo relacionado.Título de cuarto nivel en ciberseguridad, seguridad informática o campo relacionadoExperiencia comprobada en administración de data centers, servidores, redes y sistemas de seguridad.Conocimientos avanzados en sistemas operativos, virtualización, bases de datos y ciberseguridad.Experiencia en desarrollo y automatización de scripts en Python, Bash y Batch.Habilidades en gestión de almacenamiento, backup, y monitoreo de sistemas.Capacidad para elaborar documentación técnica detallada y realizar análisis de riesgos.Excelentes habilidades de comunicación, trabajo en equipo y resolución de problemas.Cómo Aplicar:Envíe su CV y carta de presentación a , destacando su experiencia relevante y cómo su perfil se alinea con las responsabilidades y requisitos del puesto.Tipo de puesto: Tiempo completoPuede trasladarse/mudarse:Santa Elena, Provincia de Santa Elena: Trasladarse al trabajo sin problemas o planear mudarse antes de comenzar a trabajar (Obligatorio)Experiencia:Ciberseguridad: 2 años (Obligatorio)Infraestructura TI: 3 años (Obligatorio) <p class=""source"" data-source=""Buscojobs"" data-site=""www.buscojobs.com.ec""> Buscojobs </p>",Analista de Datos
Quality Control Analyst,Grünenthal,"Quito, Pichincha",,,Tiempo completo,Permanente,"Job Grade: TEC8 Hiring Manager: Carlos Oswaldo Alpusig Alpusig ​Empleado | Permanente | A tiempo completo/parcial | In situ​ Nuestro personal de Manufacturing &amp; Global Operations comparte dos prioridades: lograr que las cosas pasen y hacer que cada vez sean mejores. Si eres una persona dinámica y con una mentalidad positiva, encajarás muy bien aquí. Somos un equipo multicultural con un gran espíritu de colaboración. Juntos, nos aseguramos de que nuestros productos cumplan con los más altos estándares de calidad mediante la búsqueda constante de formas de mejorar en cada etapa de nuestra cadena de valor, desde las materias primas que compramos hasta la red logística que lleva nuestros medicamentos a los pacientes. Únete a nuestro equipo y ayúdanos a hacer una contribución aún mayor al futuro de Grünenthal. Cómo es el trabajo Cada día disfrutarás de retos como: <ul> <li>Guiar en los procedimientos y flujos a seguir en el caso de que se requiera en el conocimiento de los procesos relacionados de planta incluidos todos los procesos de metodología analítica y documental a Analista Control de Calidad (SE &amp; Est) / (MP).</li> <li>Cuidar y manejar los instrumentos analíticos del laboratorio: HPLC, CG, espectrofotómetro IR, UV, titulador automático, determinador de agua Karl Fischer, entre otros; luego de haber cumplido los procesos de entrenamiento respectivos en el manejo de su equipo.</li> <li>Cuidar y gestionar reactivos, estándares, columnas e insumos para trabajo diario.</li> <li>Gestionar los datos analíticos en sus hojas de trabajo, tomando en cuenta datos numéricos, estadísticos, de tendencia, etc.</li> <li>Reportar de manera inmediata cualquier desvío y OOS de los datos generados.</li> <li>Actualizar, implementar y cumplir normas GMP en el Laboratorio.</li> <li>Cumplir con las buenas prácticas de documentación</li> <li>Cumplir y hacer cumplir la confidencialidad del manejo de los documentos del Laboratorio.</li> <li>Cumplir con los procedimientos estándar de operación que le fuera designado.</li> <li>Dar soporte en la investigación de resultados fuera de especificación, fuera de tendencia y fuera de expectativa.</li> <li>Dar soporte en la gestión de CAPAS generadas para los procesos analíticos del área.</li> <li>Realizar procesos de doble chequeo de la data generada en el área.</li> <li>Apoyar bajo requerimiento del responsable de área el soporte en la parte de ingreso de muestras y procesos administrativos relacionados y previos de cumplimiento a los procesos analíticos operativos propios del área.</li> <li>Generación de Certificado Analítico del Laboratorio Químico para los diversos productos y materias primas.</li> </ul> Tu aportación: Para aprovechar al máximo este rol, deberás contar con: <ul> <li>Profesional Químico Farmacéutico, Ingeniero Químico, Ingeniero en Procesos, Ingeniero en Productividad o carreras afines</li> <li>Inglés escrito y hablado. Nivel intermedio.</li> <li>Conocimientos básicos estadísticos.</li> <li>Manejo de equipos de laboratorio.</li> <li>Conocimientos de normas GXP relevantes.</li> <li>Buenos conocimientos de Word, Excel, PowerPoint.</li> </ul> Acerca de Grünenthal Grünenthal es líder mundial en el abordaje del dolor y de enfermedades relacionadas. Como compañía farmacéutica basada en la ciencia y de propiedad familiar, contamos con una larga trayectoria llevando tratamientos innovadores y tecnología de vanguardia a pacientes de todo el mundo. Nuestro propósito es mejorar vidas – la innovación es nuestra pasión. Centramos todas nuestras actividades y esfuerzos en alcanzar nuestra visión de un mundo sin dolor. Grünenthal tiene sede en Aquisgrán, Alemania, y filiales en 28 países en Europa, Latinoamérica y Estados Unidos, nuestros productos se venden en más de 100 países. Alrededor de 4.300 profesionales trabajan en Grünenthal y en 2024 alcanzó unos ingresos de aproximadamente 1.800 millones de euros. Tu contacto en Recursos Humanos: Pamela Aguirre Burgos 1d9a1869/e1cd1d28-63ac-40f0-9f9d-3.jpg Conoce a nuestros equipos Website: LinkedIn: Instagram: Conoce a nuestros equipos Website: LinkedIn: Instagram: <p class=""source"" data-source=""Grünenthal"" data-site=""www.grunenthal.com""> <a href=""/job/ec577baaf182e2bb5485e8947260adb70f/eaa"" target=""_blank"" rel=""nofollow""> Grünenthal <svg class=""icon""><use xlink:href=""#icon-external-light""></use></svg> </a> </p>",Analista de Datos
Especialista en Marketing Digital,BGR,"Quito, Pichincha",,,Tiempo completo,Permanente,"Diseñar, ejecutar, monitorear y optimizar las campañas de marketing digital del banco, gestionando los canales digitales, posicionamiento de marca, adquisición y fidelización de clientes con automatización y analítica de datos contribuyendo al cumplimiento de los objetivos comerciales y estratégicos de la organización. Requisitos Título Universitario: Ing. Marketing, afines con especialidad en Marketing Digital. Maestría: de Preferencia Experiencia Mínima de 3 años como Especialista, Consultor, Oficial Analista en marketing digital, en performance o medios digitales. ejecutando campañas con plataformas de pauta pagada, con CRM, herramientas de automatización y analítica digital en Instituciones Financieras de Preferencia, y/o Empresas de Seguros y Consumo Masivo digitalizado Su gestión se centra en Planificar y ejecutar estrategias de marketing digital en canales web, móviles y redes sociales orientadas a conversión, captación y fidelización, ejecutar campañas de performance marketing, SEO/SEM y growth marketing orientadas a ROI, gestionar y coordinar con agencias externas de medios , monitorear y analizar KPIs digitales Sólidos conocimientos en MS Office Medio, Power BI, Canales digitales / Páginas web, (Portales Web, Medios Móviles). Plataformas de pauta digital: Google Ads, Meta Ads, LinkedIn AdS. Herramientas de CRM y automatización: HubSpot, Salesforce. Google Analytics, Data Studio SEO, SEM, landing pages, diseño de funnels digitales. Métricas clave de performance digital: CTR, CPL, CPA, ROAS, tasa de conversión Beneficios Propios de la Organización <p class=""source"" data-source=""Hiring Room"" data-site=""www.hiringroom.com.ats.organic""> <a href=""/job/ec75aec3a2e4621e5ad1539e65bdab5478/eaa"" target=""_blank"" rel=""nofollow""> BGR <svg class=""icon""><use xlink:href=""#icon-external-light""></use></svg> </a> </p>",Analista de Datos
