index,titulo,empresa,ubicacion,modalidad,descripcion
142,QA Automatizador New,Neoris,"Quito, Pichincha",,"NEORIS es un acelerador Digital que ayuda a las compañías a entrar en el futuro, teniendo 20 años de experiencia como Socios Digitales de algunas de las mayores compañías del mundo. Somos más de 4,000 profesionales en 11 países, con nuestra cultura multicultural de startup en donde cultivamos innovación, aprendizaje continuo para crear soluciones de alto valor para nuestros clientes. Estamos en búsqueda de un QA Automatizador altamente motivado para unirse a un equipo innovador y dinámico, comprometido con la excelencia en cada etapa del ciclo de vida del software. Si tienes experiencia en pruebas automatizadas, testing ágil y dominas tecnologías como APIs, GraphQL y frameworks de automatización web y mobile, este es tu lugar Principales Responsabilidades: Diseñar, planificar y ejecutar casos de prueba funcionales y no funcionales (integración, sistema, rendimiento). Automatizar pruebas en entornos web y móviles utilizando buenas prácticas y patrones de diseño. Gestionar la calidad del software desde la detección hasta el seguimiento de incidentes y bugs. Crear y mantener artefactos de calidad: trazabilidad, reportes, métricas y documentación técnica. Realizar pruebas de API (REST/GraphQL) y validar integraciones entre sistemas. Participar activamente en revisiones de código, incluyendo pruebas unitarias y análisis estático de código. Colaborar con equipos multidisciplinarios bajo metodologías ágiles (Scrum/Kanban), asegurando la calidad en cada iteración. Monitorear y analizar métricas de calidad para proponer mejoras continuas. Validar bases de datos y realizar consultas para verificar la integridad de los datos. Aplicar conocimientos de estándares de calidad (ISTQB, ISO) y buenas prácticas en cada fase del proceso. Mantenerse actualizado con nuevas herramientas, tendencias y tecnologías en testing y calidad de software. Requerimientos: Profesional en Ingeniería de Sistemas, Ingeniería de Software o carreras afines con experiencia mínimo de 3 años en rol de QA Automatizador Dominio en planificación y diseño de casos de prueba manuales y automatizados. Conocimiento sólido en testing ágil y participación en equipos ágiles. Experiencia en pruebas automatizadas para aplicaciones web y móviles. Habilidades avanzadas en pruebas de API (REST y GraphQL). Conocimiento en patrones y arquitecturas de automatización (Page Object Model, BDD, etc.). Experiencia en análisis estático de código y comprensión de Quality Gates (QG). Manejo de bases de datos (SQL o NoSQL) para validación de datos. Conocimiento de metodologías y estándares de calidad: ISTQB, ISO 25010 u otros. Experiencia en el registro, seguimiento y gestión de incidencias (bugs). Habilidades Deseadas (Valoradas pero no excluyentes): Experiencia en la creación y gestión de pipelines CI/CD (Jenkins, GitLab CI, etc.). Conocimiento en plataformas cloud como AWS y herramientas de monitoreo como Crashlytics. Manejo de device farms para pruebas en dispositivos reales o emulados. Experiencia con herramientas de despliegue móvil como Bitrise, y procesos de publicación en Google Play Store y App Store. Ofrecemos: Cultura de innovación y crecimiento profesional Vinculación a tiempo indeterminado (relación de dependencias) Beneficios legales Seguro médico privado Póliza de vida Día libre de cumpleaños Trabajo modalidad híbrida en Quito, Ecuador Te invitamos a conocernos en , Facebook, LinkedIn, Twitter o Instagram: @NEORIS. Joseline Roca LI-JR1"
143,A Middle Qa,Evaluar,"Quito, Pichincha",,MIDDLE QA (QUALITY ASSURANCE) ENGINEER en EVALUAR Únete a nuestro equipo en EVALUAR IT como MIDDLE QA ENGINEER y asegura la calidad de nuestros productos de desarrollo web. Buscamos un profesional comprometido con la excelencia y la mejora continua. Principales Tareas y Responsabilidades Diseñar y ejecutar casos de prueba para aplicaciones web. Identificar y documentar defectos de software. Colaborar con desarrolladores para resolver problemas. Participar en revisiones de código y pruebas de integración. Garantizar el cumplimiento de estándares de calidad. Requisitos Experiencia en pruebas de software y control de calidad. Conocimiento de herramientas de automatización de pruebas. Habilidad para trabajar en equipo y comunicarse efectivamente. Capacidad para analizar y resolver problemas complejos. Conocimiento de metodologías ágiles. Beneficios Ambiente de trabajo colaborativo. Oportunidades de desarrollo profesional. Salario competitivo. Capacitación continua. Flexibilidad laboral. Principales Habilidades Atención al detalle. Comunicación efectiva. Resolución de problemas. Trabajo en equipo. Adaptabilidad. Capacidad analítica.
144,Analista De QA,LOGIC STUDIO S.A.,"Quito, Pichincha",,"Ingeniería en Sistemas, Informática y/o afines Experiência mínima de 2 años Deseable experiência en banca Disponibilidad para trabajar de manera presencial en QuitoSomos expertos en desarrollo web y móvil, desarrollo de software a la medida, outsourcing de IT y pruebas de software, con más de 10 años de experiência asistiendo a corporaciones, bancos y sector público en el aprovechamiento de tecnologías Web y Móvil para crear nuevos servicios y hemos logrado más de un centenar de proyectos exitosos en Estados Unidos y otros países. Contamos con algunas certificaciones como Gold Partner de Microsoft..**Requisitos**:Conocimientos en pruebas funcionales Conocimiento en automatización de pruebas Conocimiento en Jmeter y Soap UIBeneficiosBeneficios de Ley Seguro Médico Privado Capacitación Constante"
145,QA Automation New,Neoris,"Quito, Pichincha",,"NEORIS es un acelerador Digital que ayuda a las compañías a entrar en el futuro, teniendo 20 años de experiencia como Socios Digitales de algunas de las mayores compañías del mundo. Somos más de 4,000 profesionales en 11 países, con nuestra cultura multicultural de startup en donde cultivamos innovación, aprendizaje continuo para crear soluciones de alto valor para nuestros clientes. Estamos en búsqueda de QA Automation, Principales responsabilidades: Contribución activa de la definición de criterios de aceptación de las historias de usuario o requierimientos Diseñar estrategias y planes de prueba en base a las Historias de usuario definidas por el equipo, en formato BDD Diseñar casos de prueba tanto funcionales como no funcionales Ejecutar la estrategia de pruebas definida (pruebas funcionales y no funcinoales) Realizar la gestión de defectos Realizar la documentación requerida para la finalización de pruebas Realizar el levantamiento y gestión de riesgos de calidad Realizar el levantamiento de flujos candidatos de automatización. Gestionar flujos automatizados e implementar la automatizacion de pruebas para aplicaciones desde el frontend (web, móviles) y backend (servicios). Diseñar e implementa métricas de calidad de software (Cantidad de bugs,cobertura de pruebas,calidad de código, etc) Trabajar con código fuente a los repositorios de versionamiento Requerimientos: Tener conocimiento en herramientas de gestión de prueba de software entre 3 a 5 años Jira (X-ray) Confluence SerenityBDD ScreenPlay Gherkin - Cucumber Karate Gradle Jmeter Appium K6 SQL, ORACLE, DB2,POSTGRES Azure CI/CD Ofrecemos: Vinculación a tiempo indeterminado Beneficios legales Seguro médico privado Póliza de vida Día libre de cumpleaños Te invitamos a conocernos en , Facebook, LinkedIn, Twitter o Instagram: @NEORIS. Manuel Lunahuana LI-ML2"
146,QA Project Expert,Grünenthal Group,"Quito, Pichincha",,"Job Grade: TEC11 Hiring Manager: Mercedes Margarita Herrera Nuñez Empleado Temporal A tiempo completo In situ ¿Tienes una mentalidad emprendedora? ¿Quieres unirte a un equipo dinámico con un fuerte sentido de propósito que prospera al encontrar nuevas formas de abordar los desafíos? Entonces, nuestro equipo Commercial, Marketing & Sales es el adecuado para ti, si te apasiona el Marketing, los asuntos Médicos, el Acceso al Mercado, la Excelencia Comercial o las Ventas. Analizamos el mercado para entender exactamente qué necesitan los pacientes y luego proporcionamos tratamientos que mejoren su calidad de vida, al mismo tiempo que creamos valor para Grünenthal. Nos esforzamos por avanzar hacia nuestra visión de un mundo sin dolor, cada día para cada paciente. Nos encantaría que nos ayudases a tener un impacto positivo en la vida de las personas que sufren dolor en todo el mundo. Como es el trabajo Cada Día Disfrutarás De Diversos Retos Como Supervisar el sistema de gestión documental, actuando como administrador de documentos en el eQMS y coordinador de entrenamientos. Revisar y validar las calibraciones y calificaciones de sistemas y equipos de la planta, asegurando el cumplimiento con los estándares de calidad. Proponer e implementar estrategias de mejora y excelencia operativa en las diferentes áreas de la planta. Dar soporte en la evaluación y análisis de quejas relacionadas con los proveedores, gestionando soluciones efectivas Tu Aportación Para aprovechar al máximo este rol, deberás contar con: Título profesional en Química Farmacéutica o Ingeniería Química con tarjeta profesional vigente. Inglés avanzado: Es un requisito imprescindible debido a la interacción constante con equipos internacionales. Experiencia mínima de 2-3 años en la industria farmacéutica, especialmente en fabricación de sólidos, semisólidos y líquidos. Conocimientos sólidos en Sistemas de Gestión de Calidad (SGC), validaciones de procesos y calificaciones de equipos. Habilidades de autogestión para planificar y llevar a cabo tareas con independencia y eficacia. Capacidad de toma de decisiones y criterio analítico para evaluar opciones y seleccionar las mejores alternativas en gestión documental Comunicación asertiva y capacidad de influencia para facilitar la implementación de mejoras dentro de la organización. Experiencia/conocimiento Deseables Estudios de postgrado o experiencia en áreas relacionadas con aseguramiento de calidad o gestión de procesos. Familiaridad con herramientas de mejora continua, como Lean Six Sigma. Experiencia en el manejo de sistemas de gestión documental eQMS."
147,QA Project Expert,Grünenthal,"Quito, Pichincha",,"share mail share share QA Project Expert País: Ecuador Población: Quito Departamento: Global Operations & Production Job ID: 44798 Job Grade: TEC11 Hiring Manager: Mercedes Margarita Herrera Nuñez Empleado Temporal A tiempo completo In situ ¿Tienes una mentalidad emprendedora? ¿Quieres unirte a un equipo dinámico con un fuerte sentido de propósito que prospera al encontrar nuevas formas de abordar los desafíos? Entonces, nuestro equipo Commercial, Marketing & Sales es el adecuado para ti, si te apasiona el Marketing, los asuntos Médicos, el Acceso al Mercado, la Excelencia Comercial o las Ventas. Analizamos el mercado para entender exactamente qué necesitan los pacientes y luego proporcionamos tratamientos que mejoren su calidad de vida, al mismo tiempo que creamos valor para Grünenthal. Nos esforzamos por avanzar hacia nuestra visión de un mundo sin dolor, cada día para cada paciente. Nos encantaría que nos ayudases a tener un impacto positivo en la vida de las personas que sufren dolor en todo el mundo. Como es el trabajo Cada día disfrutarás de diversos retos como: Supervisar el sistema de gestión documental, actuando como administrador de documentos en el eQMS y coordinador de entrenamientos. Revisar y validar las calibraciones y calificaciones de sistemas y equipos de la planta, asegurando el cumplimiento con los estándares de calidad. Proponer e implementar estrategias de mejora y excelencia operativa en las diferentes áreas de la planta. Dar soporte en la evaluación y análisis de quejas relacionadas con los proveedores, gestionando soluciones efectivas Tu aportación: Para aprovechar al máximo este rol, deberás contar con: Título profesional en Química Farmacéutica o Ingeniería Química con tarjeta profesional vigente. Inglés avanzado: Es un requisito imprescindible debido a la interacción constante con equipos internacionales. Experiencia mínima de 2-3 años en la industria farmacéutica, especialmente en fabricación de sólidos, semisólidos y líquidos. Conocimientos sólidos en Sistemas de Gestión de Calidad (SGC), validaciones de procesos y calificaciones de equipos. Habilidades de autogestión para planificar y llevar a cabo tareas con independencia y eficacia. Capacidad de toma de decisiones y criterio analítico para evaluar opciones y seleccionar las mejores alternativas en gestión documental Comunicación asertiva y capacidad de influencia para facilitar la implementación de mejoras dentro de la organización. Experiencia/conocimiento deseables: Estudios de postgrado o experiencia en áreas relacionadas con aseguramiento de calidad o gestión de procesos. Familiaridad con herramientas de mejora continua, como Lean Six Sigma. Experiencia en el manejo de sistemas de gestión documental eQMS. Acerca de Grünenthal Grünenthal es líder mundial en el abordaje del dolor y de enfermedades relacionadas. Como compañía farmacéutica basada en la ciencia y de propiedad familiar, contamos con una larga trayectoria llevando tratamientos innovadores y tecnología de vanguardia a pacientes de todo el mundo. Nuestro propósito es mejorar vidas – la innovación es nuestra pasión. Centramos todas nuestras actividades y esfuerzos en alcanzar nuestra visión de un mundo sin dolor. Grünenthal tiene sede en Aquisgrán, Alemania, y filiales en 28 países en Europa, Latinoamérica y Estados Unidos, nuestros productos se venden en más de 100 países. Alrededor de 4.300 profesionales trabajan en Grünenthal y en 2024 alcanzó unos ingresos de aproximadamente 1.800 millones de euros. Tu contacto en Recursos Humanos: Pamela Aguirre Burgos"
148,Coordinador QA QC,Proyectos Mecánicos,"Quito, Pichincha",,"Responsable del control y elaboración dossier de calidad para trabajos de metalmecánica, como tanques, silos, estructuras entre otros, de acuerdo a los requerimientos y especificaciones técnicas del cliente y la l iberación con fiscalizadores externos Formación: Ing. Mecánico Experiencia · Mínimo 2 años en el sector metalmecánico elaborando dossier de calidad · Relacionarse con fiscalizadores externos de empresa públicas y privadas para la liberación de productos · Manejo de normas, Código ASME, API, AWS D1.5 · END · Inspección en Obras COMPETENCIA · Conocimiento en herramientas de Mediciones · Procedimientos de tipos de soldadura · Conocimiento de materiales para la fabricación de tanques en acero negro e inoxidable · Manejo de normas ASME, API, AWS D1.5 · Inspección visual de soldadura, calificación de soldadores. · Supervisión de construcción y montajes en él área metalmecánica. HABILIDADES PROFESIONALES Organizado Criterio para plantear y resolver posibles soluciones o cambios Capacidad de comunicación y trabajo en equipo Manejo de utilitarios: Excel OFRECEMOS Remuneración fija Afiliación al IESS Subsidio alimentación 50% Enviar su HV al correo: , asunto coordinador QA QC"
149,Docentes Especialistas En QA LATAM (Medio Tiempo),TripleTen,"Quito, Pichincha",,"TripleTen es un servicio que empodera a las personas, sin importar su experiencia previa, para embarcarse en el emocionante y desafiante camino de dominar profesiones tecnológicas. Nuestros bootcamps se enfocan en capacitar a los estudiantes en Análisis de datos, Ciencia de datos, Desarrollo web y Ingeniería de aseguramiento de calidad (QA) y Diseño UX/UI de una manera accesible y viable, llevándolos finalmente a prosperar en una nueva carrera. Nuestra misión es garantizar que cada estudiante tenga la oportunidad de dominar con éxito una nueva profesión, encontrar su propósito y convertirse en un miembro valioso de la industria tecnológica. ¿Cuál es nuestro objetivo? Estamos en búsqueda continua de especialistas en QA con experiencia, para acompañar y ayudar a nuestros estudiantes a convertirse en desarrolladores profesionales. Puedes unirte a nosotros a tiempo parcial, dedicando de 12 a 30 horas por semana, según tu disponibilidad. Postúlate aquí — revisamos las solicitudes de manera continua e invitamos a los candidatos seleccionados a grabar un video respondiendo algunas preguntas y a realizar una tarea de prueba. Si hay una vacante disponible, te la asignaremos de inmediato; si no, guardaremos tu perfil y la tarea completada para futuras oportunidades. Por favor, envía tu CV en inglés. What you will do: Hay tres roles de enseñanza para los estudiantes: Tutores, Instructores y Revisores de Código. Los Tutores apoyan a los estudiantes respondiendo sus preguntas y brindando orientación práctica a través de: Realización de webinars en vivo (una o dos veces por semana). Chats con los estudiantes. Sesiones 1:1 con los estudiantes, dedicando al menos 10 horas semanales para seguimiento personalizado y orientación práctica. ⌛ Este rol requiere 16 a 20 horas de disponibilidad, con énfasis en el horario de 7pm a 10pm hora CDMX (lunes a viernes). Como Instructor, tu misión es ayudar a los estudiantes a resolver todas sus dudas sobre el contenido del programa y guiarlos a través de ejercicios y proyectos. Tú asistirás a los estudiantes vía Discord: Liderando sesiones en el espacio de Co-learning de QA, un canal de voz disponible para estudiantes de todas las cohortes y diferentes niveles de conocimiento, donde los estudiantes pueden hacer consultas, compartir pantalla y resolver dudas. Respondiendo las preguntas escritas de los estudiantes en un máximo de 6 horas (al menos 2 horas por día). ⌛ Este rol requiere 12 a 15 horas de disponibilidad. Como Revisor de Código, revisarás los proyectos de los estudiantes y proporcionarás retroalimentación. La comunicación con los estudiantes se realiza a través de chat. ⌛ Este rol es flexible y requiere hasta 30 horas de disponibilidad por semana, de lunes a viernes. Y lo más importante: ¡serás una fuente de inspiración para tus estudiantes! What we can offer you: La posibilidad de enseñar a los estudiantes mientras desempeñas tu trabajo principal. Ingresos promedio de $700 a $1500 USD al mes por una colaboración flexible de medio tiempo, con gran impacto ¡y un equipo increíble! Cooperación remota con un horario conveniente tanto para ti como para el equipo. No nos enfocamos en la microgestión. Experiencia intercultural: Forma parte de un equipo internacional y conecta con estudiantes de diversos contextos. Impacto significativo: Comparte tu conocimiento y ayuda a otros a iniciar su carrera en tecnología. Participación en nuevos proyectos: Contribuye a mejorar la experiencia educativa de los estudiantes. Crecimiento profesional: Recibe retroalimentación para seguir desarrollándote como educador. Para el programa de QA, estamos buscando un(a) ingeniero(a) de calidad (QA) experimentado, que cumpla con los siguientes requisitos: Al menos 3 años de experiencia laboral en QA automatizado (experiencia con aplicaciones móviles es una ventaja). Experiencia en automatización de pruebas con Selenium + Python. Conocimiento en el uso de la línea de comandos, herramientas de desarrollo del navegador (DevTools), analizadores de tráfico como Charles o Fiddler, y herramientas de pruebas de API como SoapUI y Postman. Familiaridad con la teoría de pruebas y el diseño de pruebas, así como conocimientos básicos en sistemas operativos, redes y arquitectura de sistemas. Conocimientos básicos de SQL. Dominio de inglés y español. Disponibilidad de al menos 12-30 horas semanales para dedicar a tus estudiantes."
150,Sr QA,DEUNA,"Quito, Pichincha",Remoto,"About DEUNA DEUNA is a rapidly growing startup revolutionizing global commerce with ATHIA, our AI-powered orchestration and payments platform that helps large enterprises boost approval rates, reduce costs, and unlock new revenue. Built by the team behind DEUNA—the fastest-growing Commerce OS in Latin America—ATHIA combines payment intelligence, checkout optimization, and data orchestration in one powerful solution. With deep integrations across 300+ PSPs and alternative payment methods, and over 20% of Mexico's digital economy running through our platform, we simplify global payments through a single integration and centralized reconciliation. We are a rapidly growing startup expanding into the U.S. to meet the urgent needs of large retailers, marketplaces, airlines, and QSRs. Join us to shape the future of payments Visit to learn more about us We're looking for a Senior QA who's passionate about automation, quality, and modern tooling. In this role, you won't just ""test"" — you'll design and own automated processes, integrate them into our CI/CD pipelines, and push the boundaries of how we approach quality with AI-powered tools. If you love building scalable frameworks, collaborating across teams, and finding smarter ways to ship high-quality software faster, this role is for you Responsibilities: - Design and maintain automated tests across frontend, backend, and integrations. - Lead and execute regression testing for every release cycle. - Define and manage test cases with strong coverage and traceability. - Partner with cross-functional teams to improve processes and ensure quality standards. - Leverage modern tools (Playwright, TypeScript, Docker, AI solutions, etc) to accelerate and improve testing. What we're looking for: - Proven experience in QA automation and building testing frameworks. - Solid knowledge of E2E testing, QA methodologies, and design patterns. - Hands-on experience with automation tools and CI/CD pipelines. - Strong collaboration skills and a mindset for continuous improvement. - Bonus points for experience with AWS. Here you'll own the quality vision and have the freedom to innovate with automation and AI-powered tools. We're a fast-moving team where your ideas can quickly turn into impact — helping us ship smarter, faster, and with confidence What will you find when you join DEUNA? - A multicultural team distributed throughout LATAM - Dynamism, agility and constant innovation - Being part of a high-impact solution for an entire region - The best tools and technology to operate - Being part of the startup culture. - We are in full expansion Benefits: Vacations and additional PTO Remote work from anywhere Economic support for health insurance, internet and cell phone line We all own DEUNA, we offer stock options Learning and development platform Multidisciplinary, diverse and dynamic team Growth and career path Be part of a dynamic team that's creating the next generation payments platform. Join us at DEUNA"
151,QA Semisenior,Sofka Technologies,"Quito, Pichincha",Híbrido,"¿ Estás buscando nuevos desafíos y un lugar donde puedas disfrutar de un ambiente cercano mientras aprendes constantemente? Bienvenido a un equipo con un propósito claro: ""TRANSFORMAR la vida de las personas siendo el aliado TECNO LÓGICO más confiable"" Prepárate y únete a esta aventura ¿Qué encontrarás? Retos técnicos y personales que te mantendrán en constante crecimiento. Un equipo conectado, enfocado en tu bienestar físico y mental . Cultura de mejora continua , fresca y colaborativa, con oportunidades de aprendizaje y gente dispuesta a apoyarte. KaizenHub , un programa diseñado para potenciar tus talentos, con feedback , mentorías y coaching a través de Sofka U . Será un reto y un juego a la vez Programas como Happy Kaizen y WeSofka que cuidan tu bienestar físico y emocional. ¿Qué buscamos? Buscamos un QA Automatizador Semisenior que disfrute asegurar la calidad, prevenir fallos y llevar la automatización a otro nivel ¿Qué harás? Ejecutarás pruebas manuales y automáticas (funcionales y no funcionales) para evaluar el comportamiento del software. Colaborarás en la implementación de prácticas de pruebas con estándares internacionales a lo largo del ciclo de desarrollo. Apoyarás la automatización de pruebas para frontend y backend. Contribuirás con la documentación de resultados, el análisis de métricas de calidad, seguimiento de errores y cobertura de pruebas. Participarás en el uso de herramientas de performance, gestión de defectos y CI/CD. Estarás en constante aprendizaje y desarrollo en QA, acompañada por profesionales más experimentados. ¿Qué buscamos? Serenity BDD, Cypress, Karate, Robot Framework Conocimiento en herramientas de gestión de pruebas de software. Conocimientos en procesos de pruebas (ISTQB FL / AT) y tipos de pruebas. Manejo de herramientas de performance, pruebas funcionales y frameworks de automatización. Conocimientos medios en CI/CD y manejo de pipelines. Bases en analítica de datos y pruebas de performance. Familiaridad con metodologías ágiles y tradicionales. Conocimientos en Java o Python, patrón de diseño Screenplay y principios SOLID. Deseable si cuentas con experiencia o familiaridad en: STRATIO Certificación ISTQB Experiencia en proyectos del sector bancario Condiciones Contrato a término indefinido Queremos relaciones a largo plazo y que seas parte de nuestra familia por mucho tiempo ¿Buscas crecimiento profesional? En Sofka, te ofrecemos un ecosistema de aprendizaje con múltiples herramientas para cerrar brechas y potenciar tus habilidades. Tú decides cómo quieres crecer Modalidad : Híbrido desde Uruguay o Colombia o presencial en Quito."
152,QA Automatizador,Sofka Technologies,"Quito, Pichincha",,"Esta no es una vacante convencional Sofka Talent Day – Ecuador Estás a punto de postularte a una experiencia única: Un evento presencial exclusivo para perfiles TI seleccionados. Si tu perfil se alinea con esta vacante, tendrás la oportunidad de: Participar en un proceso corto virtual (reto técnico y/o entrevista técnica) Y si avanzas, serás invitado/a a una jornada presencial en Quito Con charlas, entrevistas en vivo y conexión directa con nuestra cultura ¿Quieres vivir Sofka desde adentro? Sigue leyendo y postúlate. Esta experiencia puede ser para ti ¿Qué buscamos? Un QA Automatizador con 4 a 5 años de experiencia, capaz de liderar procesos de pruebas manuales y automáticas para asegurar la calidad de software en todo su ciclo de vida. Este rol será clave para implementar prácticas de prueba internacionales, automatizar flujos en frontend, backend y móviles, y garantizar métricas de calidad que impulsen la excelencia en cada entrega. Responsabilidades principales: Diseñar estrategias y planes de prueba basados en historias de usuario (BDD). Ejecutar pruebas funcionales y no funcionales. Implementar y mantener flujos de automatización en frontend (web, móviles) y backend (servicios). Colaborar en la definición de criterios de aceptación y levantamiento de riesgos de calidad. Gestionar defectos y documentar resultados de pruebas. Diseñar y aplicar métricas de calidad (bugs, cobertura de pruebas, calidad de código). Utilizar herramientas de performance y pruebas de carga. Participar en eventos ágiles y promover mejores prácticas de pruebas. Trabajar con código fuente en repositorios de versionamiento. Colaborar en la integración de analítica de datos y modelos de IA en el proceso de prueba. Requisitos: Formación: Ingeniero en sistemas o carreras afines. Experiencia: 4 a 5 años como QA Automatizador Senior. Conocimientos en procesos de prueba (ISTQB FL / AT). Experiencia en pruebas funcionales, no funcionales y de performance. Conocimiento medio en CI/CD, pipelines y herramientas de integración continua. Experiencia en pruebas ETL y analítica de datos. Conocimientos técnicos: Automatización: Cypress, Appium, Serenity BDD, ScreenPlay, Gherkin-Cucumber, Karate. Lenguajes y frameworks: JavaScript, Python, Gradle. Performance y calidad: JMeter, SonarQube. API Testing: API Serenity. Gestión: Jira. Versionamiento y despliegue: Azure CI/CD, Git. Bases de datos: PostgreSQL, MongoDB, Redis, Cosmos, Oracle. IA y productividad: GitHub Copilot. Condiciones Contrato a término indefinido Queremos relaciones a largo plazo y que seas parte de nuestra familia por mucho tiempo ¿Buscas crecimiento profesional? En Sofka, te ofrecemos un ecosistema de aprendizaje con múltiples herramientas para cerrar brechas y potenciar tus habilidades. Tú decides cómo quieres crecer"
153,QA Sr Automation Engineer,Business Partner Technologies S.A.,"Quito, Pichincha",,"**Detalles de la oferta**:- **Detalles de la oferta**: - Estamos buscando un ingeniero de automatización de control de calidad para unirse a nuestro equipo de calidad. En los servicios web de pago de Fintech, las pruebas de API y la automatización, usted será el principal responsable de todos los aspectos de las pruebas de API, estrés y carga de nuestros servicios web. Además, trabajará con el Gerente de control de calidad para expandir el framework y las herramientas de prueba.- Requerimos sólidos fundamentos de programación y experiência en automatización para ayudar a desarrollar en todas las fases del ciclo de lanzamiento.- Ayúdenos a automatizar y desarrollar el área de pruebas BUCK para pruebas de API y pruebas de regresión de carga.- Será responsable de crear, ejecutar, interpretar y generar informes sobre API y pruebas de carga, así como de establecer estándares y mejores prácticas en entornos locales y en la nube.- Se espera que el ingeniero de automatización de control de calidad de software posea las habilidades necesarias para trabajar en estrecha colaboración con el gerente de control de calidad y el equipo de ingeniería durante todos los aspectos del proceso de desarrollo. Este puesto requiere una persona dinámica y motivada con sólidas habilidades técnicas y de comunicación que pueda contribuir a un entorno de equipo.A quien estamos buscando:- Experiência en los siguientes Lenguajes de Scripting y Programación:- Java y Maven. 3 o más años de experiência. (Nível avanzado)- JavaScript. 3 o más años de experiência. (Nível avanzado)- Experiência con los lenguajes relacionados con la base de datos SQL - MySQL.- 2 años de experiência (Nível Junior)- Experiência en automatización con metodologías de pruebas de carga para servicios web basados en API.- 3 o más años de experiência. (Nível avanzado)- Desarrollo de automatización de API Stress y Load Testing con JMeter y Postman, estrategias de desarrollo; escribir planes de prueba, casos de prueba, herramientas de prueba, ejecutar planes de prueba e informes.- 3 o más años de experiência. (Nível avanzado)Requerido:- Experiência con sistemas de Integración Continua y manejo de código base con Git.- Capacidad para entregar un trabajo sólido en cronogramas ajustados.- Capaz de comunicarse con equipos técnicos y no técnicos.- Cree, mantenga y escale conjuntos de pruebas de caja negra automatizados y documentación para API.- Capacidad para investigar, depurar y clasificar problemas difíciles en la automatización y trabajar de forma independiente para obtener resultados.- Licenciatura, Ingeniería o superior en Informática o experiência laboral equivalente, y 80% del nível de inglés.Extras:- Experiência en pruebas manuales front-end y pruebas de automatización front-end con conjuntos de pruebas de desarrollo, ejecución y mantenimiento de Selenium (Java, Maven o Python). 3 años o más (Nível Avanzado, esto será útil).- La experiência en la industria Fintech o la industria financiera será una ventaja para este puesto.DESCRIPCION: Profesional con conocimientos y capacidades en Selenium Empresa líder en proveer productos y servicios Innovadores de Tecnología para el sector financiero bancario de Latinoamérica y consciente de que, para llegar a ser una organización excepcional, se requieren seres humanos increíbles, busca personas talentosas, que no tengan miedo a equivocarse y muy apasionadas por lo que hacen para unirse al equipo.- Sueldo acorde a la experiência- Junior: Sueldo Fijo- Semi Senior o Senior: Sueldo fijo + variable por objetivosContrato por 3 meses a prueba luego indefinido- Tipo de Contratación: tiempo completo- Nível de Inglés Requerido para la Plaza: Al menos nível avanzado - 80% al menos- **Fuente**:Faciltrabajo- **Área**:- Tecnologías de la Información / Tecnologías de la Información en General**Requisitos**:- **Conocimientos**:- Java- SQL**Fuente**:Whatjobs_Ppc***Requisitos**:"
154,Senior Manual QA 3-6 Months,FullStack Labs,"Quito, Pichincha",Remoto,"About FullStack FullStack is the most transparent IT talent network, connecting highly skilled individuals with top global companies and Silicon Valley startups for remote, on-demand projects. We focus on building a trusted, high-performance network where talent can thrive in a positive, respectful, and supportive environment. By prioritizing transparency, fair opportunities, and professional growth, we empower our engineers to deliver their best work while collaborating with innovative teams worldwide. We're Most Proud Of Offering life-changing opportunities for talented software professionals across the Americas. Enhancing highly-skilled software development teams of hundreds of the world's greatest companies. Our 4.2-star rating on GlassDoor. Our client Net Promoter Score of 68, twice the industry average. The Opportunity Join our talent network and connect with U.S. clients for flexible, project-based development work as a Senior Manual QA. You will integrate directly into our client's team and work alongside their existing designers and engineers on a daily basis. What We're Looking For 5+ years of professional Manual QA experience, with a strong focus on testing large and complex systems. Advanced English is required. Successful completion of a four-year college degree is required. Solid experience testing web Single Page Applications (SPAs) built with .NET, , and Hands-on experience testing applications deployed in Microsoft Azure, including deployments, configurations, and validation of cloud services. Experience validating data consistency and caching behavior with Redis. Strong background in mobile QA for Android applications developed in Kotlin. Expertise in test planning, defect management, and execution of manual testing types (smoke, regression, sanity, exploratory). Experience working with MySQL. Familiarity with functional and non-functional testing methodologies. Ability to work through new and difficult issues and contribute to libraries as needed. Ability to create and maintain continuous integration and delivery of applications. Forensic attention to detail. A positive mindset and a can-do attitude. Experience working on Agile / Scrum teams. Meaningful experience working on large, complex systems. Ability to take extreme ownership over your work. Every day is a challenge to ensure you are performing to the expectations you and your team have agreed upon. Ability to identify with the goals of FullStack's clients, and dedicate yourself to delivering on the commitments you and your team make to them. Ability to consistently work 40 hours per week. What We Offer Competitive pay. 100% remote work. The ability to work with leading startups and Fortune 500 companies. Continuing education opportunities Opportunity to grow and expand your career Our talent network is committed to fostering a diverse, inclusive, and accessible environment where IT professionals can find opportunities that match their skills. We welcome individuals of all races, religions, genders, sexual orientations, national origins, abilities, and experiences. Our focus is on connecting talent with projects based on qualifications, ensuring a fair and transparent process that values diverse perspectives and global collaboration. Learn more about our Applicants Privacy Notice."
